debtor_name;debtor_nik;debtor_address;debtor_zip;debtor_rt;debtor_rw;debtor_birth_place;debtor_age;debtor_number;debtor_occupation;debtor_marital_status;debtor_company;debtor_gender;debtor_education_level;employment_type;number_of_dependents;net_income;payment_date;loan_amount;tenor;amount_of_late;late_payment_amount;credit_score;arrears_amounts;aset;bil1_late1;bill_late2;bill_late3;bill_late4;bill_late5;bill_late6;bill_late7;bill_late8;bill_late9;bill_late10;bill_late11;bill_late12;arrears1;arrears2;arrears3;arrears4;arrears5;arrears6;arrears7;arrears8;arrears9;arrears10;arrears11;arrears12;aging;credit_risk;loss_reverse
Xanana Jailani, M.Pd;9,60478E+15;"Jl. Sentot Alibasa No. 53
Bengkulu, Sumatera Barat 96419";96419;12;12;Kalimantan Barat, 06-02-1994;29;+62 (0729) 422 3232;Pegawai Negeri;Belum menikah;PD Natsir Nashiruddin Tbk;laki-laki;S1;Retired;3;13000000;2023-05-28;60500000;6;10;1;308;0;7500000;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;0
Endah Agustina;7,47876E+15;"Jl. M.T Haryono No. 9
Cilegon, Bali 86332";86332;8;9;Sulawesi Utara, 29-10-1989;34;+62 (0503) 832-1879;Pegawai Negeri;Menikah;PD Napitupulu (Persero) Tbk;laki-laki;D3;Retired;4;10500000;2023-06-22;61166667;16;56;4;216;1;12500000;0;0;0;16;10;0;0;7;0;0;23;0;0;0;0;1;0;0;0;0;0;0;1;0;DPK;Tertagih dengan resiko rendah;15291667
Paramita Pratiwi;7,80193E+15;"Gg. Jend. Sudirman No. 38
Metro, NB 45496";45496;14;1;Kalimantan Barat, 01-03-1999;24;+62 (75) 802-5545;Pegawai Swasta;Belum menikah;PD Rajata;perempuan;S1;Retired;4;18000000;2023-04-03;68500000;2;69;5;298;1;8500000;27;0;0;0;22;0;0;0;2;7;11;0;1;0;0;0;1;0;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;17125000
R.M. Pangeran Saefullah;9,63918E+15;"Jalan Wonoayu No. 24
Manado, BE 65747";65747;10;1;Nusa Tenggara Timur, 12-09-1982;41;+62 (092) 545-2738;Pegawai Swasta;Cerai hidup;CV Puspasari Tbk;perempuan;S1;Full-time;4;27000000;2023-02-19;139000000;10;58;6;354;1;6000000;0;6;0;0;1;4;0;0;20;0;21;6;0;0;0;0;0;0;0;0;1;0;1;0;DPK;Tidak tertagih dengan resiko rendah;34750000
Hilda Latupono;7,38639E+15;"Jl. Ciwastra No. 4
Meulaboh, Nusa Tenggara Barat 76831";76831;20;5;Kalimantan Timur, 25-12-1981;42;+62 (0205) 133 3197;Pengusaha;Cerai mati;PT Tamba;perempuan;D3;Retired;3;15500000;2023-07-27;72666667;17;11;1;529;0;9000000;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;0
Tantri Lazuardi;2,29549E+15;"Jalan Antapani Lama No. 1
Singkawang, BE 03269";3269;15;15;Kalimantan Utara, 09-06-1978;45;+62 (0205) 917-5465;Buruh;Cerai mati;PD Handayani;perempuan;S1;Retired;2;13000000;2023-08-04;60666667;18;26;4;473;1;7000000;0;5;0;0;0;16;0;0;0;0;1;4;0;0;0;0;0;1;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;15166667
Drs. Hilda Rahmawati;9,20893E+15;"Jl. Pasteur No. 2
Banjarbaru, ST 12367";12367;9;1;Kalimantan Barat, 01-01-1990;33;+62 (80) 604-9229;Buruh;Menikah;PD Saptono;laki-laki;D2;Retired;4;22500000;2023-01-16;66166667;2;56;3;238;1;8000000;0;0;0;0;24;0;8;0;24;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;DPK;Tertagih dengan resiko rendah;16541667
Mustofa Pangestu;8,43164E+15;"Jl. R.E Martadinata No. 815
Subulussalam, SU 12737";12737;4;11;Lampung, 15-01-1980;43;+62-82-162-3665;Pegawai Negeri;Belum menikah;CV Farida;perempuan;SMA;Contract;5;10700000;2023-05-09;53333333;18;28;1;343;1;8000000;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;13333333
R. Yance Nasyiah, M.M.;4,64274E+15;"Gang Rajawali Barat No. 52
Solok, Nusa Tenggara Timur 47709";47709;14;9;Kalimantan Timur, 23-10-1961;62;+62 (46) 054 5127;Pegawai Negeri;Cerai hidup;UD Riyanti Habibi;laki-laki;D1;Retired;4;15500000;2023-01-08;57833333;3;106;7;134;2;7500000;0;9;0;0;16;26;0;7;0;23;2;23;0;0;0;0;1;2;0;0;0;1;0;1;Kurang lancar;Tertagih dengan resiko tinggi;28916667
Wani Susanti;3,26988E+15;"Jalan Medokan Ayu No. 170
Banjar, Banten 77030";77030;7;4;Sulawesi Tengah, 11-11-1964;59;+62 (096) 362 9475;Pegawai Negeri;Cerai mati;CV Melani Wastuti;laki-laki;D1;Retired;4;19500000;2023-08-16;72500000;5;72;4;227;1;4500000;0;0;0;0;0;24;13;23;0;0;12;0;0;0;0;0;0;1;0;1;0;0;0;0;DPK;Tertagih dengan resiko rendah;18125000
Opan Yuniar;5,10044E+15;"Jl. Peta No. 64
Kendari, DKI Jakarta 66524";66524;2;19;Bengkulu, 29-06-1979;44;+62 (40) 996 2014;Buruh;Belum menikah;PT Budiman (Persero) Tbk;perempuan;S1;Retired;3;19000000;2023-08-25;95666667;16;1;1;464;0;4500000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;0
Drs. Cemeti Mahendra;8,17358E+15;"Jalan Kiaracondong No. 536
Langsa, KT 98257";98257;2;3;Riau, 13-09-1980;43;+62 (0042) 380 8232;Pengusaha;Menikah;UD Mahendra Nashiruddin;perempuan;D3;Full-time;3;17500000;2023-03-03;84666667;19;0;0;516;0;5500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Lancar;Tertagih dengan resiko rendah;0
Asmianto Siregar, S.H.;3,90951E+15;"Gg. Erlangga No. 74
Prabumulih, Kalimantan Selatan 27170";27170;2;1;Kalimantan Barat, 05-04-1971;52;+62 (037) 974-8425;Pegawai Negeri;Cerai mati;Perum Hariyah;perempuan;D1;Retired;4;15500000;2023-08-15;66833333;2;113;8;257;1;5000000;6;0;8;20;0;3;28;13;0;8;0;27;0;0;0;1;0;0;1;0;0;0;0;1;Kurang lancar;Tertagih dengan resiko rendah;16708333
Latika Oktaviani;1,82964E+15;"Gang W.R. Supratman No. 99
Bandar Lampung, JT 54533";54533;2;2;Kalimantan Barat, 16-09-1991;32;+62-0822-586-2526;Pengusaha;Cerai hidup;UD Maulana (Persero) Tbk;laki-laki;D3;Retired;4;15500000;2023-03-03;64000000;3;121;6;244;2;9000000;0;24;0;7;0;0;19;26;0;0;22;23;0;1;0;0;0;0;1;2;0;0;1;2;Diragukan;Tertagih dengan resiko tinggi;32000000
R.M. Abyasa Simbolon, M.M.;2,86435E+15;"Jl. Antapani Lama No. 382
Pagaralam, KB 97691";97691;3;4;Sumatera Selatan, 27-05-1979;44;+62 (25) 708 6167;Pegawai Negeri;Menikah;Perum Fujiati;laki-laki;D3;Retired;5;22500000;2023-04-20;71333333;9;108;7;185;1;6500000;10;17;13;28;0;0;0;0;18;0;5;17;0;1;0;1;0;0;0;0;1;0;0;1;Kurang lancar;Tertagih dengan resiko tinggi;17833333
R.A. Aurora Maryadi, S.Kom;7,41115E+15;"Gg. Setiabudhi No. 6
Denpasar, SG 23559";23559;14;2;Kalimantan Utara, 23-06-1984;39;+62-936-825-5648;Pengusaha;Cerai mati;CV Purwanti Tbk;perempuan;S2;Retired;2;13000000;2023-03-25;53833333;7;39;2;326;1;7000000;0;0;0;26;13;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;13458333
Raisa Marpaung;3,63169E+15;"Gg. Kutisari Selatan No. 31
Batam, NB 21083";21083;11;17;Kalimantan Selatan, 01-06-1975;48;+62 (055) 687 8143;Pegawai Swasta;Belum menikah;PD Permadi;laki-laki;S1;Full-time;4;27000000;2023-07-08;145166667;1;64;6;162;2;4000000;27;15;2;0;0;0;4;8;0;8;0;0;1;2;0;0;0;0;0;0;0;0;0;0;DPK;Tidak tertagih dengan resiko rendah;72583333
Ir. Tina Astuti, M.M.;1,86019E+15;"Jl. Moch. Toha No. 2
Singkawang, Jawa Timur 14335";14335;18;6;Kalimantan Timur, 14-04-1996;27;+62-0250-163-7398;Pegawai Swasta;Menikah;PT Hutasoit;laki-laki;S1;Retired;2;13000000;2023-08-21;55666667;17;55;5;355;1;12000000;6;0;0;8;0;14;0;0;17;0;10;0;0;0;0;0;0;0;0;0;1;0;0;0;DPK;Tertagih dengan resiko rendah;13916667
dr. Maryanto Wasita;7,0494E+15;"Jl. Suniaraja No. 08
Purwokerto, PB 37533";37533;9;3;Sumatera Selatan, 13-10-1984;39;+62 (27) 642-5344;Pegawai Swasta;Cerai mati;UD Widiastuti;laki-laki;D3;Full-time;3;22500000;2023-06-01;56333333;21;0;0;553;0;4500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Lancar;Tertagih dengan resiko rendah;0
Daliono Jailani;3,08669E+15;"Jl. Ciwastra No. 549
Manado, Kalimantan Selatan 46035";46035;16;12;Jambi, 18-05-1993;30;+62-97-096-3278;Pengusaha;Menikah;Perum Suwarno Yolanda;laki-laki;D3;Full-time;4;22500000;2023-06-17;48833333;22;47;3;453;1;5500000;0;0;17;0;16;14;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;12208333
Cakrawangsa Mansur;3,21445E+15;"Jl. Kapten Muslihat No. 00
Kota Administrasi Jakarta Selatan, RI 61597";61597;11;11;Riau, 25-02-1977;46;+62 (334) 713 4676;Pegawai Negeri;Belum menikah;Perum Suryono Tbk;perempuan;D1;Contract;3;5500000;2023-03-16;57833333;15;9;1;398;0;7000000;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;0
dr. Dadap Firmansyah;9,06182E+15;"Jl. Dipatiukur No. 828
Ternate, Bali 38840";38840;13;9;Nusa Tenggara Timur, 26-04-1973;50;+62-0708-421-9897;Pegawai Swasta;Cerai hidup;PD Permadi Hasanah;perempuan;S1;Full-time;3;19000000;2023-03-29;76000000;21;47;2;407;1;9500000;18;0;0;29;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;19000000
H. Embuh Uyainah, S.H.;5,61101E+15;"Jalan H.J Maemunah No. 48
Pangkalpinang, PB 74795";74795;9;2;Nusa Tenggara Barat, 17-10-1966;57;+62 (486) 125-9962;Pengusaha;Menikah;CV Suryono Anggraini Tbk;laki-laki;S2;Full-time;3;19000000;2023-06-10;70000000;7;107;7;243;1;16000000;10;2;0;10;0;28;13;0;0;25;0;19;0;0;0;0;0;1;0;0;0;1;0;1;Kurang lancar;Tertagih dengan resiko rendah;17500000
Patricia Anggraini, M.Ak;3,71193E+15;"Gang HOS. Cokroaminoto No. 36
Tegal, KR 31911";31911;4;2;Aceh, 14-08-1986;37;+62 (067) 040 0407;Pegawai Negeri;Belum menikah;UD Novitasari Pratiwi (Persero) Tbk;laki-laki;SMA;Contract;3;7700000;2023-08-16;57166667;3;65;3;335;1;4000000;27;0;0;0;0;0;0;18;0;0;20;0;1;0;0;0;0;0;0;1;0;0;1;0;DPK;Tertagih dengan resiko rendah;14291667
Gabriella Andriani;1,89007E+15;"Jalan Ir. H. Djuanda No. 90
Pekalongan, JA 12791";12791;13;14;Gorontalo, 06-01-1981;42;+62 (042) 183-8553;Pegawai Swasta;Menikah;PD Padmasari Hartati;perempuan;S1;Retired;3;21000000;2023-03-30;65666667;23;29;1;508;1;9000000;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;16416667
R. Indra Maulana;4,06532E+15;"Jl. Cihampelas No. 074
Salatiga, Lampung 43951";43951;11;15;Sulawesi Barat, 31-05-1993;30;+62-107-075-1658;Buruh;Belum menikah;PT Agustina Iswahyudi;perempuan;S2;Retired;3;13000000;2023-01-25;58833333;17;27;1;366;1;11500000;0;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;14708333
Gamani Nuraini;1,19121E+15;"Gang Surapati No. 68
Yogyakarta, SU 09679";9679;8;7;Kepulauan Bangka Belitung, 28-03-1998;25;+62-084-742-0835;Pengusaha;Cerai mati;Perum Firmansyah Widodo;laki-laki;D2;Retired;3;10500000;2023-03-20;58333333;19;23;3;394;0;5000000;0;0;14;0;0;6;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;0
Karta Saputra, S.Pd;6,57114E+15;"Gg. Gardujati No. 7
Bandung, PA 97789";97789;2;20;Bali, 14-03-1971;52;+62-956-222-2242;Buruh;Cerai mati;PD Sudiati Winarsih (Persero) Tbk;perempuan;D3;Contract;3;22500000;2023-04-19;69666667;21;40;3;437;1;14500000;0;21;9;0;0;0;10;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;17416667
Najwa Mandala;6,40898E+15;"Jl. Pacuan Kuda No. 4
Kota Administrasi Jakarta Pusat, GO 93610";93610;1;15;Sumatera Barat, 14-01-1980;43;+62-047-720-0685;Pengusaha;Menikah;UD Zulkarnain Simanjuntak;laki-laki;D1;Full-time;0;24500000;2023-08-24;58500000;21;42;2;565;1;5500000;0;0;0;0;0;0;13;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;1;DPK;Tertagih dengan resiko rendah;14625000
Rahman Pradipta;2,78003E+15;"Gg. Ciumbuleuit No. 5
Medan, DKI Jakarta 71546";71546;9;7;Kalimantan Selatan, 04-12-1974;49;+62 (054) 266 1154;Profesional;Cerai mati;PT Ramadan (Persero) Tbk;laki-laki;D3;Full-time;4;22500000;2023-09-10;57000000;18;28;3;428;1;4000000;0;0;0;0;0;25;1;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;14250000
Taswir Suryatmi;8,60226E+15;"Jl. HOS. Cokroaminoto No. 762
Bandar Lampung, Kalimantan Utara 35504";35504;13;7;Sulawesi Tenggara, 28-02-1980;43;+62-21-176-5676;Pegawai Swasta;Belum menikah;PT Lazuardi Tbk;perempuan;D2;Full-time;3;17500000;2023-01-06;53000000;15;123;5;465;2;4000000;27;27;0;26;0;0;0;29;0;14;0;0;1;2;0;1;0;0;0;1;0;0;0;0;Diragukan;Tertagih dengan resiko tinggi;26500000
Vanya Agustina;3,38132E+15;"Jalan Kapten Muslihat No. 082
Pangkalpinang, KT 72862";72862;20;7;Kalimantan Utara, 18-05-1994;29;+62 (0603) 653 8474;Pegawai Swasta;Cerai mati;UD Sitorus;laki-laki;S1;Full-time;3;29000000;2023-02-10;138166667;24;60;3;463;2;10000000;0;16;0;21;23;0;0;0;0;0;0;0;0;1;0;1;2;0;0;0;0;0;0;0;DPK;Tidak tertagih dengan resiko rendah;69083333
Karimah Manullang;2,86588E+15;"Gg. Soekarno Hatta No. 39
Bukittinggi, Aceh 06416";6416;11;20;Sulawesi Barat, 06-08-1993;30;+62 (87) 717-8869;Pegawai Negeri;Menikah;PD Saptono Oktaviani Tbk;perempuan;D3;Retired;3;10500000;2023-01-13;59833333;11;59;4;234;1;5000000;0;0;0;0;18;0;0;15;0;0;19;7;0;0;0;0;1;0;0;1;0;0;1;0;DPK;Tertagih dengan resiko rendah;14958333
Dr. Vivi Halimah;8,16525E+15;"Gg. Indragiri No. 11
Bau-Bau, JK 87411";87411;17;15;Sumatera Selatan, 18-02-1968;55;+62-0556-299-9309;Pegawai Negeri;Cerai hidup;PT Nugroho Farida;laki-laki;S1;Retired;2;13000000;2023-06-28;60666667;8;28;3;451;1;8000000;16;6;0;0;0;6;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;15166667
Yance Santoso;3,65417E+15;"Jl. Wonoayu No. 06
Bitung, Gorontalo 21709";21709;1;4;Gorontalo, 25-02-1963;60;+62 (059) 833-6947;Pegawai Negeri;Menikah;CV Wibisono;perempuan;D3;Retired;4;18500000;2023-02-23;61333333;7;81;6;104;2;18000000;4;8;29;0;8;15;17;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;0;DPK;Tertagih dengan resiko tinggi;30666667
Saiful Salahudin;2,08624E+15;"Jalan Pasirkoja No. 3
Pematangsiantar, Kepulauan Bangka Belitung 16777";16777;11;13;Banten, 07-12-1983;40;+62-058-123-7526;Pegawai Swasta;Menikah;PT Kuswoyo Manullang;perempuan;D3;Retired;5;10500000;2023-04-12;65833333;17;70;4;281;1;3000000;10;0;0;0;0;23;0;0;0;17;0;20;0;0;0;0;0;1;0;0;0;1;0;1;DPK;Tertagih dengan resiko rendah;16458333
Bagus Pertiwi;2,77848E+15;"Gg. Antapani Lama No. 26
Sawahlunto, SN 53388";53388;16;1;Papua Barat, 20-10-1982;41;+62 (88) 230 3636;Buruh;Belum menikah;PD Kuswoyo Handayani Tbk;laki-laki;S1;Retired;4;21000000;2023-09-18;63666667;13;93;6;142;2;8500000;4;26;25;0;20;0;0;16;0;0;0;2;0;1;2;0;1;0;0;1;0;0;0;0;Kurang lancar;Tertagih dengan resiko tinggi;31833333
Nyana Dongoran, S.Gz;7,29341E+15;"Gg. Laswi No. 004
Manado, Riau 09372";9372;6;18;Bengkulu, 11-12-1969;54;+62 (0138) 663 6727;Profesional;Belum menikah;PD Wasita Santoso;laki-laki;D2;Retired;5;20500000;2023-05-30;56000000;14;122;8;233;2;7000000;7;22;0;0;13;25;18;0;28;7;0;2;0;1;0;0;0;1;2;0;1;0;0;0;Diragukan;Tertagih dengan resiko tinggi;28000000
Hafshah Suwarno, S.H.;7,80539E+15;"Gang Cikutra Timur No. 008
Denpasar, JB 49207";49207;7;6;Aceh, 31-08-1975;48;+62 (559) 001 1419;Buruh;Belum menikah;Perum Sinaga;perempuan;D2;Retired;4;10500000;2023-09-13;59833333;12;48;3;323;1;8500000;0;0;0;11;0;0;21;0;0;0;0;16;0;0;0;0;0;0;1;0;0;0;0;1;DPK;Tertagih dengan resiko rendah;14958333
Dartono Suwarno;2,54853E+15;"Jalan KH Amin Jasuta No. 14
Cirebon, Bali 25365";25365;6;19;Riau, 10-06-1975;48;+62 (14) 153 7361;Pengusaha;Cerai hidup;UD Nurdiyanti Tbk;perempuan;D2;Retired;4;10500000;2023-04-17;64500000;2;38;2;328;1;5500000;0;0;0;0;8;0;30;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;16125000
Zelda Hastuti;8,58907E+15;"Gang Astana Anyar No. 6
Pagaralam, PA 31727";31727;16;11;Kalimantan Barat, 23-03-1977;46;+62 (095) 448 2765;Pegawai Negeri;Cerai hidup;PD Rajasa Megantara;perempuan;D1;Retired;5;10500000;2023-01-11;60500000;3;98;7;333;2;9000000;0;6;0;13;18;15;0;0;0;28;6;12;0;0;0;0;1;2;0;0;0;1;0;0;Kurang lancar;Tertagih dengan resiko tinggi;30250000
Febi Rahmawati;9,90304E+15;"Jl. Dipatiukur No. 59
Kediri, SS 86996";86996;6;7;Jawa Timur, 22-04-2000;23;+62 (041) 610 0890;Pegawai Negeri;Menikah;PD Zulkarnain (Persero) Tbk;perempuan;S1;Retired;4;13000000;2023-04-28;60333333;2;10;2;339;0;7500000;0;3;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;0
Jarwi Prasetya, S.IP;9,56717E+15;"Gang Ahmad Dahlan No. 2
Probolinggo, Jambi 59969";59969;17;20;Jawa Barat, 16-03-1998;25;+62 (98) 892-5237;Buruh;Cerai mati;Perum Zulkarnain Namaga Tbk;laki-laki;D3;Full-time;5;17500000;2023-09-14;65833333;3;93;8;136;1;7500000;21;13;0;12;12;0;16;11;0;5;0;3;1;0;0;0;0;0;1;0;0;0;0;0;Kurang lancar;Tertagih dengan resiko rendah;16458333
Genta Simbolon;9,63276E+15;"Jalan Kebonjati No. 52
Bontang, Sulawesi Selatan 18432";18432;1;5;Sulawesi Utara, 30-01-1966;57;+62 (058) 273 1574;Pengusaha;Cerai hidup;PT Pradipta;perempuan;D2;Retired;3;10500000;2023-04-17;58500000;10;96;10;216;1;4000000;2;4;21;0;3;9;9;0;11;11;17;9;0;0;1;0;0;0;0;0;0;0;1;0;Kurang lancar;Tertagih dengan resiko rendah;14625000
Fitria Pertiwi;5,7398E+15;"Gg. Rawamangun No. 7
Langsa, KI 80250";80250;19;13;Sulawesi Utara, 11-06-1965;58;+62 (0763) 518 6642;Profesional;Cerai hidup;CV Sinaga (Persero) Tbk;perempuan;D1;Retired;3;10500000;2023-08-25;58166667;10;24;1;220;1;8000000;24;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;14541667
Ulya Dabukke, S.E.I;7,62535E+15;"Jl. R.E Martadinata No. 183
Tanjungbalai, SG 82528";82528;17;8;Jawa Barat, 25-07-2000;23;+62 (0037) 080 4980;Pengusaha;Menikah;UD Salahudin;laki-laki;S1;Full-time;3;24000000;2023-06-09;63500000;17;8;1;512;0;8500000;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;0
Najib Wijayanti, M.Farm;5,43029E+15;"Gang Setiabudhi No. 296
Singkawang, Jambi 74410";74410;9;17;Kepulauan Riau, 05-06-1983;40;+62 (0631) 341-1277;Pegawai Negeri;Belum menikah;Perum Zulkarnain;laki-laki;D1;Retired;3;10500000;2023-08-20;61500000;8;113;8;294;1;9000000;5;28;2;7;25;0;10;6;0;0;0;30;0;1;0;0;1;0;0;0;0;0;0;1;Kurang lancar;Tertagih dengan resiko rendah;15375000
Margana Sitompul, M.Ak;1,42844E+15;"Jl. Ciwastra No. 36
Bandung, Bali 02030";2030;9;1;Jambi, 07-08-1994;29;+62 (0937) 289-2711;Pengusaha;Cerai mati;PD Saefullah (Persero) Tbk;perempuan;S1;Retired;4;21000000;2023-05-30;66000000;2;127;7;108;3;6000000;28;0;0;6;14;0;0;15;0;21;21;22;1;0;0;0;0;0;0;1;0;1;2;3;Diragukan;Tertagih dengan resiko tinggi;49500000
Raden Sinaga;1,53291E+15;"Gang Jamika No. 9
Binjai, SN 14354";14354;5;8;Sumatera Selatan, 09-03-1995;28;+62 (58) 788 9978;Profesional;Cerai hidup;PD Winarno (Persero) Tbk;laki-laki;S1;Retired;3;15000000;2023-08-01;71333333;23;31;2;489;1;18500000;30;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;17833333
Rina Sihombing;6,99304E+15;"Gang Sadang Serang No. 75
Subulussalam, KT 81572";81572;4;18;Aceh, 25-02-1975;48;+62 (14) 802-1690;Profesional;Cerai mati;UD Firmansyah (Persero) Tbk;perempuan;D2;Full-time;3;17500000;2023-08-01;72666667;10;140;7;158;2;6000000;18;0;29;0;10;16;0;0;16;0;23;28;1;0;1;0;0;1;0;0;1;0;1;2;Diragukan;Tertagih dengan resiko tinggi;36333333
Kani Prasetyo;4,54838E+15;"Gang Tubagus Ismail No. 764
Sawahlunto, RI 64552";64552;20;13;DI Yogyakarta, 19-09-1974;49;+62 (49) 541-1945;Buruh;Cerai mati;PT Sudiati Hasanah Tbk;perempuan;D2;Retired;3;18500000;2023-07-01;55000000;14;74;7;115;2;7500000;1;0;0;0;0;12;17;18;0;16;6;4;0;0;0;0;0;0;1;2;0;1;0;0;DPK;Tertagih dengan resiko tinggi;27500000
Usyi Widiastuti;2,97304E+15;"Jl. Sukajadi No. 55
Pagaralam, Nusa Tenggara Timur 30176";30176;15;19;Kalimantan Timur, 11-05-1972;51;+62 (05) 572 2124;Buruh;Cerai mati;PT Adriansyah (Persero) Tbk;laki-laki;D1;Full-time;3;17500000;2023-09-04;48000000;15;25;1;466;1;17500000;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;1;0;0;DPK;Tertagih dengan resiko rendah;12000000
Puti Widya Mandasari;8,4721E+15;"Jl. Erlangga No. 46
Prabumulih, Gorontalo 03825";3825;16;7;Sumatera Barat, 15-04-1974;49;+62 (32) 921 8176;Buruh;Cerai hidup;Perum Widiastuti Manullang Tbk;perempuan;S2;Retired;4;18000000;2023-08-22;85000000;13;125;8;245;4;8000000;4;12;0;10;12;0;0;20;17;24;26;0;0;0;0;0;0;0;0;1;2;3;4;0;Diragukan;Tertagih dengan resiko tinggi;85000000
Jaga Dabukke;1,63257E+15;"Gg. Tebet Barat Dalam No. 87
Banjarmasin, SU 72067";72067;6;1;Gorontalo, 31-03-1989;34;+62-052-874-9826;Profesional;Belum menikah;UD Rajata Tbk;laki-laki;D2;Retired;4;15500000;2023-01-13;60500000;8;82;7;165;2;13500000;0;5;4;24;5;0;0;0;0;17;24;3;0;0;0;1;0;0;0;0;0;1;2;0;DPK;Tertagih dengan resiko tinggi;30250000
Ophelia Maheswara;6,5122E+15;"Gang Suniaraja No. 797
Tarakan, SS 28038";28038;12;20;Bali, 10-08-1999;24;+62 (968) 610 4209;Profesional;Menikah;CV Wijayanti Gunawan Tbk;laki-laki;SMA;Contract;5;6700000;2023-02-12;58333333;11;45;3;330;1;19000000;0;0;0;0;0;0;0;29;14;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;DPK;Tertagih dengan resiko rendah;14583333
R.M. Adikara Saragih;8,33046E+15;"Gg. Rajiman No. 67
Pekalongan, JT 77567";77567;2;3;Aceh, 15-06-1963;60;+62 (0156) 140-2377;Profesional;Cerai mati;PT Prasasta;perempuan;D3;Contract;0;10500000;2023-02-16;66166667;5;24;3;398;1;17500000;0;0;0;1;0;0;0;17;0;6;0;0;0;0;0;0;0;0;0;1;0;0;0;0;DPK;Tertagih dengan resiko rendah;16541667
Nrima Situmorang;5,27466E+15;"Gang Surapati No. 950
Binjai, Sulawesi Barat 82961";82961;5;1;Maluku, 21-10-2000;23;+62-0948-816-3883;Pegawai Swasta;Belum menikah;CV Padmasari Tbk;laki-laki;D2;Retired;5;10500000;2023-05-30;58333333;4;24;3;335;0;7500000;0;4;13;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;0
Lutfan Suwarno, M.Pd;7,24144E+15;"Jl. Astana Anyar No. 5
Madiun, RI 86790";86790;5;20;Sulawesi Tenggara, 07-10-1983;40;+62 (98) 602-0811;Pengusaha;Cerai mati;PT Najmudin;laki-laki;S2;Self-employed;4;27000000;2023-09-03;138666667;4;94;9;246;2;5500000;9;12;0;0;0;1;13;4;16;24;3;12;0;0;0;0;0;0;0;0;1;2;0;0;Kurang lancar;Tidak tertagih dengan resiko rendah;69333333
