collector_name;collector_address;collector_number;collector_nik;collector_zip;collector_rt;collector_rw;collector_birth_place;collector_age;collector_marital_status;collector_gender;avg_bill_methods;debtor_volume_handled;bill_amount_collected;total_actual;total_cost;success_rate;time_to_collect
Dr. Kimberly Schmidt;"Gang Indragiri No. 7
Purwokerto, SS 80177";+62 (61) 637-5450;3,35539E+15;80177;8;6;Gorontalo, 10-02-2000;23;Cerai hidup;laki-laki;datang ke tempat;40;326000000;1077500000;1750237;30;19
Paul Cross;"Jalan Gedebage Selatan No. 215
Malang, JI 06868";+62 (914) 976-9747;3,23019E+15;6868;1;16;Maluku, 25-06-1968;55;Cerai mati;laki-laki;datang ke tempat;41;496000000;620500000;2107816;80;29
John Craig;"Jl. W.R. Supratman No. 8
Probolinggo, Kalimantan Selatan 89315";+62 (0800) 371-9846;4,20057E+15;89315;4;1;Jambi, 04-07-1981;42;Cerai mati;laki-laki;datang ke tempat;47;124000000;1457500000;2043017;9;25
Andrew Marks;"Jalan Waringin No. 41
Bogor, KB 34559";+62 (96) 920-6492;3,43729E+15;34559;2;20;Riau, 25-07-1972;51;Cerai mati;perempuan;datang ke tempat;51;834000000;1164000000;2672594;72;18
Kathy Riggs;"Jalan Sukajadi No. 341
Tangerang Selatan, KR 93126";+62 (237) 693-9877;2,13481E+15;93126;15;4;Kalimantan Barat, 23-06-1970;53;Belum menikah;perempuan;datang ke tempat;57;1312000000;1971000000;2797100;67;28
Troy Cole;"Jl. Veteran No. 568
Balikpapan, MA 21406";+62 (684) 479 9798;1,46653E+15;21406;20;15;Jawa Timur, 28-09-1960;63;Cerai hidup;perempuan;datang ke tempat;51;524000000;1282500000;2428039;41;24
Kelly Schroeder;"Gg. Astana Anyar No. 464
Pekalongan, MA 30197";+62-406-865-1716;6,50295E+15;30197;11;14;Jawa Barat, 21-10-1964;59;Cerai mati;laki-laki;datang ke tempat;47;994000000;1622500000;1943895;61;16
Jessica Potts;"Gg. Antapani Lama No. 97
Gorontalo, Kalimantan Timur 06955";+62 (070) 960 6202;6,70972E+15;6955;19;4;Kepulauan Bangka Belitung, 14-12-1981;42;Cerai mati;perempuan;datang ke tempat;55;602000000;1734500000;3095943;35;22
Teresa Allen;"Gg. Sentot Alibasa No. 9
Pasuruan, BB 67950";+62 (73) 016-4950;4,62316E+15;67950;17;8;Sulawesi Barat, 21-11-1961;62;Belum menikah;perempuan;datang ke tempat;56;190000000;349000000;3093896;54;28
Mark Esparza;"Gang Raya Setiabudhi No. 274
Bandar Lampung, Banten 59150";+62-039-461-5289;1,15374E+15;59150;8;18;Jambi, 16-09-1970;53;Cerai mati;laki-laki;datang ke tempat;49;512000000;510500000;2299016;100;20
Linda Harris;"Gang Gedebage Selatan No. 609
Palu, Kepulauan Riau 93728";+62-323-780-3213;9,37084E+15;93728;4;14;Aceh, 01-12-1993;30;Belum menikah;perempuan;datang ke tempat;46;472000000;807500000;2090774;58;20
Rebecca Edwards;"Gang Sukajadi No. 0
Ternate, Sulawesi Barat 86310";+62 (114) 783 2949;4,76573E+15;86310;16;2;Kalimantan Selatan, 03-11-1962;61;Belum menikah;perempuan;datang ke tempat;48;806000000;1252500000;2821935;64;20
Spencer Waters;"Gg. Dr. Djunjunan No. 247
Sungai Penuh, SB 49586";+62 (40) 901-5829;1,44272E+15;49586;9;13;Sumatera Barat, 09-12-1973;50;Cerai hidup;perempuan;datang ke tempat;51;938000000;1411500000;2569113;66;18
Kelly Sanford;"Gang Moch. Toha No. 958
Mataram, SG 32543";+62-65-356-1662;5,21908E+15;32543;16;11;Maluku Utara, 05-06-1972;51;Cerai mati;perempuan;datang ke tempat;51;282000000;517500000;2858289;54;27
Dakota Swanson;"Jalan Dr. Djunjunan No. 874
Kota Administrasi Jakarta Timur, BT 14057";+62-0983-096-1859;8,14181E+15;14057;9;10;Sulawesi Barat, 03-01-1999;24;Belum menikah;laki-laki;datang ke tempat;56;208000000;1889500000;2392534;11;17
Karen Turner;"Jalan Suryakencana No. 811
Magelang, Kepulauan Bangka Belitung 26126";+62 (45) 169-5202;9,61551E+15;26126;2;7;Kalimantan Utara, 01-09-1996;27;Menikah;laki-laki;datang ke tempat;57;1428000000;1600500000;3170994;89;27
Chad Ramirez;"Jalan Ciumbuleuit No. 01
Serang, KT 09692";+62 (031) 554 7552;6,70499E+15;9692;15;8;Sumatera Selatan, 15-02-1988;35;Belum menikah;laki-laki;datang ke tempat;45;488000000;517500000;1899361;94;19
Jesus Moran;"Gang KH Amin Jasuta No. 898
Medan, AC 06862";+62 (0120) 097 0679;2,04493E+15;6862;17;18;Bengkulu, 02-10-1964;59;Cerai hidup;perempuan;datang ke tempat;56;1568000000;1916500000;2827117;82;21
Nicholas Murray;"Gang Surapati No. 066
Kota Administrasi Jakarta Barat, BE 63775";+62-022-935-0546;2,2236E+15;63775;5;8;DKI Jakarta, 21-03-1984;39;Cerai hidup;perempuan;datang ke tempat;45;1242000000;1453500000;2057659;85;22
Jose Walker;"Gang Moch. Toha No. 263
Surabaya, Sulawesi Selatan 83839";+62 (0928) 361 9645;7,19508E+15;83839;8;2;Kalimantan Barat, 28-07-1978;45;Cerai mati;perempuan;datang ke tempat;44;662000000;784000000;2686613;84;17
Marisa Garner;"Jl. Stasiun Wonokromo No. 130
Pekanbaru, JB 99700";+62-571-544-4292;9,03032E+15;99700;10;8;Jawa Tengah, 12-05-1985;38;Cerai hidup;laki-laki;datang ke tempat;40;336000000;795500000;2119590;42;25
Christopher Williams;"Jl. Rumah Sakit No. 61
Tangerang Selatan, Sulawesi Selatan 99100";+62-063-700-0237;9,65884E+15;99100;6;2;Maluku, 15-01-1964;59;Belum menikah;perempuan;datang ke tempat;45;366000000;607500000;1866326;60;25
Elizabeth Lopez;"Jalan Sukajadi No. 4
Lubuklinggau, Aceh 94135";+62-0604-230-4624;9,41522E+15;94135;3;3;Jawa Barat, 17-10-1993;30;Cerai mati;laki-laki;datang ke tempat;43;340000000;539000000;2109070;63;20
Rachel Gill;"Jalan Moch. Ramdan No. 9
Tebingtinggi, BT 51922";+62-919-678-0703;4,75296E+15;51922;19;9;Kalimantan Selatan, 01-09-1963;60;Cerai hidup;laki-laki;datang ke tempat;47;204000000;1145500000;2152172;18;22
Tiffany Gonzalez;"Jalan Sentot Alibasa No. 29
Kota Administrasi Jakarta Utara, JA 05090";+62 (39) 713 6074;8,79037E+15;5090;9;4;Kalimantan Utara, 05-10-1975;48;Cerai mati;laki-laki;datang ke tempat;54;460000000;1416000000;3042999;32;30
Courtney Torres DVM;"Jalan Medokan Ayu No. 96
Tebingtinggi, Lampung 70702";+62-0918-265-7298;2,26337E+15;70702;6;12;Lampung, 26-07-1992;31;Cerai hidup;perempuan;datang ke tempat;58;634000000;1767500000;3231292;36;25
Benjamin Romero;"Jl. Pasirkoja No. 5
Ternate, Gorontalo 90158";+62 (427) 205-4496;8,64935E+15;90158;15;2;Maluku Utara, 16-05-1987;36;Belum menikah;laki-laki;datang ke tempat;46;232000000;789500000;2399267;29;27
Brian Liu;"Gang Peta No. 4
Kotamobagu, GO 41039";+62-269-754-8726;2,12795E+15;41039;4;17;Kalimantan Barat, 23-04-1964;59;Cerai hidup;laki-laki;datang ke tempat;43;168000000;236000000;2406574;71;23
Michael Moore;"Jalan R.E Martadinata No. 0
Tarakan, PB 61789";+62 (02) 032-9855;3,77229E+15;61789;16;19;Sulawesi Tenggara, 23-06-1973;50;Menikah;perempuan;datang ke tempat;42;382000000;1359000000;1727002;28;20
Steven Baker;"Jl. Laswi No. 33
Banjar, AC 61974";+62-0682-184-8170;1,21725E+15;61974;20;3;Sumatera Barat, 03-10-1977;46;Cerai hidup;perempuan;datang ke tempat;43;780000000;980000000;1845045;80;19
Dustin Cruz;"Gg. Rawamangun No. 482
Magelang, AC 61841";+62 (832) 058-9071;7,95852E+15;61841;17;7;DI Yogyakarta, 22-03-1968;55;Menikah;laki-laki;datang ke tempat;43;228000000;498500000;2110660;46;23
Nicole Franklin;"Jalan Tebet Barat Dalam No. 87
Samarinda, Aceh 04320";+62 (712) 239-7441;3,66528E+15;4320;14;10;Papua, 30-08-1962;61;Cerai mati;laki-laki;datang ke tempat;55;998000000;1899500000;2806134;53;21
Craig Garrett;"Jl. Cihampelas No. 18
Tegal, PB 27363";+62-0596-176-2908;9,19173E+15;27363;15;7;Kalimantan Barat, 26-04-1987;36;Cerai mati;laki-laki;datang ke tempat;58;330000000;369500000;3252224;89;19
Daniel Brown;"Jl. Kendalsari No. 48
Kotamobagu, Nusa Tenggara Barat 44233";+62 (28) 008-1558;9,05487E+15;44233;2;5;Sumatera Utara, 25-02-1967;56;Belum menikah;perempuan;datang ke tempat;57;1170000000;1914000000;3145242;61;18
Daniel Nelson;"Jalan Cikutra Timur No. 835
Ternate, Papua 06630";+62 (69) 741 6071;7,57872E+15;6630;9;12;Papua Barat, 14-07-1976;47;Belum menikah;laki-laki;datang ke tempat;40;860000000;1238000000;1724596;69;28
Kevin Holmes;"Jalan Jamika No. 5
Kota Administrasi Jakarta Barat, Kalimantan Utara 47593";+62 (803) 925-6577;5,38035E+15;47593;5;16;Jambi, 05-08-1966;57;Cerai mati;laki-laki;datang ke tempat;58;440000000;590000000;2851233;75;25
Erika Smith;"Gg. Lembong No. 332
Pontianak, JI 95880";+62 (017) 872-4303;9,53842E+15;95880;12;6;Kepulauan Bangka Belitung, 05-10-1978;45;Belum menikah;laki-laki;datang ke tempat;51;154000000;511500000;2450269;30;18
Megan Lopez;"Jalan Lembong No. 136
Tanjungpinang, Kepulauan Bangka Belitung 77191";+62-32-655-8543;2,41389E+15;77191;9;16;Papua, 15-03-1973;50;Menikah;laki-laki;datang ke tempat;56;134000000;1592500000;2569921;8;22
Michelle Lewis;"Jalan KH Amin Jasuta No. 36
Metro, Sumatera Utara 61407";+62-02-933-3398;2,60672E+15;61407;7;5;Sulawesi Tengah, 19-03-1963;60;Menikah;laki-laki;datang ke tempat;41;96000000;113500000;2054312;85;21
Samuel White;"Gg. S. Parman No. 716
Tasikmalaya, Bengkulu 76074";+62-0539-555-8301;4,15746E+15;76074;4;5;Nusa Tenggara Barat, 30-04-1966;57;Cerai mati;perempuan;datang ke tempat;41;350000000;874000000;2101276;40;16
Jessica Walker;"Gg. Gardujati No. 5
Dumai, Sulawesi Tengah 57811";+62-555-800-8580;3,43674E+15;57811;20;13;Bengkulu, 10-07-1978;45;Cerai mati;laki-laki;datang ke tempat;55;536000000;1013000000;3011095;53;23
Jacqueline Smith;"Gang Setiabudhi No. 9
Mataram, Sulawesi Tenggara 49853";+62 (028) 601-8270;9,51526E+15;49853;3;4;Sulawesi Selatan, 09-01-1967;56;Belum menikah;perempuan;datang ke tempat;52;906000000;1284500000;2684539;71;21
Christopher Rivera;"Gg. Erlangga No. 228
Pontianak, SB 71008";+62-0520-357-9822;2,61008E+15;71008;10;10;Bali, 29-12-1974;49;Menikah;perempuan;datang ke tempat;44;554000000;559000000;2419013;99;23
Brian Lee;"Gang Cikutra Barat No. 299
Tidore Kepulauan, PA 13914";+62-0196-845-6286;3,74724E+15;13914;3;7;Maluku Utara, 27-04-1994;29;Belum menikah;perempuan;datang ke tempat;55;326000000;1190000000;2266741;27;18
Juan Clarke;"Jl. Dipatiukur No. 400
Lubuklinggau, PA 72357";+62 (77) 485-6159;3,55279E+15;72357;15;8;Jawa Tengah, 17-08-1979;44;Cerai mati;perempuan;datang ke tempat;41;86000000;119500000;2374249;72;18
Vincent Young;"Jl. BKR No. 3
Banjar, Kepulauan Bangka Belitung 23567";+62-0564-071-1581;1,77927E+15;23567;7;5;Sulawesi Tengah, 11-09-1975;48;Menikah;laki-laki;datang ke tempat;48;972000000;1084500000;2177591;90;27
David Gonzalez;"Gg. Pacuan Kuda No. 529
Bitung, NB 82904";+62 (0319) 604-9143;8,64075E+15;82904;3;20;Sulawesi Selatan, 30-03-1977;46;Belum menikah;perempuan;datang ke tempat;55;224000000;729500000;3098397;31;17
Andrew Hall;"Jalan Astana Anyar No. 0
Batu, Jawa Barat 68856";+62 (092) 325 6430;7,93438E+15;68856;18;3;Lampung, 13-10-1975;48;Belum menikah;laki-laki;datang ke tempat;48;292000000;936000000;2056320;31;23
William Cunningham;"Gg. M.T Haryono No. 38
Binjai, Sumatera Selatan 90644";+62-22-736-9886;4,71346E+15;90644;2;7;Kalimantan Utara, 05-05-1969;54;Cerai hidup;laki-laki;datang ke tempat;45;1092000000;1186500000;2682036;92;29
Tony Thompson;"Gang Indragiri No. 25
Palembang, Sulawesi Tengah 30275";+62 (082) 524 6926;4,75945E+15;30275;3;13;Papua, 30-12-1970;53;Cerai mati;laki-laki;datang ke tempat;51;560000000;655500000;2600630;85;21
Kristin Baker;"Gg. Cihampelas No. 4
Tanjungbalai, NB 38779";+62-520-247-3024;7,17163E+15;38779;17;17;Kalimantan Selatan, 31-03-1991;32;Belum menikah;perempuan;datang ke tempat;55;636000000;1647500000;2391537;39;27
Nicole Baker;"Jalan Stasiun Wonokromo No. 26
Sibolga, PA 68012";+62-0495-618-4848;3,89292E+15;68012;14;18;Jawa Barat, 31-10-1972;51;Belum menikah;perempuan;datang ke tempat;56;428000000;1442500000;2681115;30;16
Christopher Barron;"Jl. S. Parman No. 237
Palopo, SG 29454";+62-228-254-8548;1,52281E+15;29454;14;8;Bali, 13-05-1996;27;Cerai hidup;laki-laki;datang ke tempat;52;740000000;750500000;2261762;99;29
Kevin Smith;"Jl. Cihampelas No. 9
Surabaya, Kepulauan Riau 63871";+62 (88) 119 0810;4,93696E+15;63871;13;16;Sulawesi Utara, 25-03-1985;38;Belum menikah;laki-laki;datang ke tempat;43;106000000;1302500000;2231046;8;27
Dr. Marissa Cohen MD;"Gg. Kutisari Selatan No. 448
Bogor, SU 49684";+62-988-799-5554;3,72918E+15;49684;11;16;DI Yogyakarta, 29-09-1992;31;Cerai mati;perempuan;datang ke tempat;55;794000000;801500000;2521632;99;28
Kathleen Price;"Gang Erlangga No. 63
Jambi, BB 42219";+62-043-599-3694;9,74315E+15;42219;19;6;Riau, 27-08-1995;28;Cerai hidup;laki-laki;datang ke tempat;44;94000000;125500000;2678482;75;28
Erica Poole;"Jl. Kendalsari No. 08
Kota Administrasi Jakarta Timur, AC 55459";+62 (058) 354 6334;7,70427E+15;55459;20;15;Lampung, 20-10-1994;29;Belum menikah;perempuan;datang ke tempat;42;1082000000;1164000000;2284024;93;20
Patrick Adams;"Jl. Kebonjati No. 5
Pagaralam, Sumatera Barat 99797";+62-28-152-9139;3,15539E+15;99797;2;10;Kalimantan Barat, 07-09-1970;53;Cerai mati;laki-laki;datang ke tempat;50;192000000;1039000000;2170766;18;16
Joseph Brown;"Jl. Pelajar Pejuang No. 3
Bima, Nusa Tenggara Timur 79763";+62 (025) 709-4331;2,83964E+15;79763;8;15;Maluku Utara, 08-02-1969;54;Menikah;perempuan;datang ke tempat;40;554000000;947000000;2174211;59;16
Monique Cordova;"Jalan KH Amin Jasuta No. 707
Salatiga, Kepulauan Riau 00355";+62-62-516-3525;4,03906E+15;355;2;10;Bengkulu, 14-03-1979;44;Cerai hidup;perempuan;datang ke tempat;49;190000000;725000000;2965898;26;29
Michael Lewis;"Gang Ciwastra No. 862
Blitar, LA 83781";+62 (049) 467 0765;7,69464E+15;83781;10;20;Bengkulu, 20-07-1963;60;Cerai mati;perempuan;datang ke tempat;45;114000000;1018500000;2303713;11;20
Michael Alvarez;"Jalan Cempaka No. 01
Batu, Sulawesi Tengah 82952";+62-0920-676-1479;8,6122E+15;82952;11;20;Papua Barat, 19-03-1964;59;Belum menikah;laki-laki;datang ke tempat;55;1026000000;1847000000;2755512;56;22
Rebecca Mckinney;"Gang Pelajar Pejuang No. 6
Palangkaraya, Jawa Tengah 91367";+62 (0362) 902-4607;4,02549E+15;91367;18;4;Sulawesi Tenggara, 13-08-1987;36;Menikah;perempuan;datang ke tempat;46;212000000;1350500000;2169925;16;17
Justin Ortiz;"Gg. Peta No. 514
Banda Aceh, Sumatera Selatan 81213";+62 (0085) 898 0897;9,19565E+15;81213;2;16;Sulawesi Tengah, 04-05-1995;28;Belum menikah;laki-laki;datang ke tempat;50;156000000;164500000;2596322;95;18
Sean Contreras;"Jalan Surapati No. 6
Pematangsiantar, BT 64485";+62-02-670-0676;9,30681E+15;64485;4;6;Sulawesi Tenggara, 22-01-1971;52;Menikah;perempuan;datang ke tempat;59;194000000;1576000000;2591111;12;19
Tiffany Moore;"Jalan Rajawali Barat No. 3
Padang Sidempuan, KR 62846";+62 (083) 309 6876;8,55801E+15;62846;13;20;Kalimantan Selatan, 24-11-2000;23;Cerai mati;perempuan;datang ke tempat;50;252000000;1355500000;2980260;19;16
Steve Olson;"Gang Ahmad Dahlan No. 986
Kupang, GO 16709";+62-058-266-8815;6,28113E+15;16709;16;15;Sulawesi Tenggara, 04-10-1995;28;Cerai hidup;perempuan;datang ke tempat;58;1002000000;1011500000;2574485;99;20
Amy Chase;"Gang Yos Sudarso No. 2
Sukabumi, KR 87215";+62 (0312) 328-1910;1,05155E+15;87215;12;2;Kepulauan Riau, 23-09-1986;37;Menikah;perempuan;datang ke tempat;53;920000000;1228000000;2892999;75;28
Steven Gilbert;"Jalan Pacuan Kuda No. 58
Palangkaraya, Kalimantan Selatan 71306";+62 (000) 361 4025;8,23237E+15;71306;8;7;Kalimantan Tengah, 11-08-1961;62;Cerai mati;laki-laki;datang ke tempat;40;114000000;399500000;2104483;29;18
Christine Lambert;"Gang BKR No. 294
Cilegon, SN 70043";+62 (081) 866-4300;7,22733E+15;70043;4;10;Maluku, 09-01-1977;46;Cerai mati;perempuan;datang ke tempat;40;118000000;119000000;1758571;99;20
Megan Martin;"Gg. Sadang Serang No. 147
Tanjungbalai, DI Yogyakarta 72472";+62-025-622-0335;3,29773E+15;72472;9;8;Kepulauan Bangka Belitung, 21-04-1972;51;Belum menikah;laki-laki;datang ke tempat;54;112000000;513000000;2271813;22;29
Karen Flynn;"Gg. Pasteur No. 9
Cirebon, KI 05982";+62 (263) 551 1063;9,47623E+15;5982;19;15;Papua, 02-06-1973;50;Menikah;perempuan;datang ke tempat;41;452000000;611500000;1820164;74;20
Jermaine Cummings;"Jalan Merdeka No. 045
Pagaralam, JB 14697";+62 (024) 164-5191;4,32463E+15;14697;12;17;Kepulauan Bangka Belitung, 05-09-1984;39;Cerai hidup;perempuan;datang ke tempat;51;172000000;228000000;2217394;75;27
Haley Wilson;"Gg. Kutai No. 066
Makassar, ST 25051";+62-033-824-4420;9,22402E+15;25051;9;4;Sulawesi Barat, 20-11-1972;51;Menikah;laki-laki;datang ke tempat;46;484000000;861500000;1898846;56;28
Bryan Reed;"Gg. M.T Haryono No. 77
Pontianak, Sulawesi Barat 59484";+62-621-810-6365;1,21712E+15;59484;6;14;Jawa Tengah, 21-11-1974;49;Menikah;laki-laki;datang ke tempat;50;570000000;773500000;2020980;74;17
Danny Smith;"Jalan KH Amin Jasuta No. 9
Bengkulu, Sumatera Selatan 07392";+62 (095) 855-6185;7,33544E+15;7392;13;1;Sumatera Selatan, 19-04-1971;52;Menikah;perempuan;datang ke tempat;52;238000000;243500000;2650360;98;21
Karen Faulkner;"Jalan W.R. Supratman No. 7
Ternate, NB 09907";+62 (807) 414-2446;8,54872E+15;9907;8;7;DI Yogyakarta, 13-02-1997;26;Menikah;laki-laki;datang ke tempat;49;128000000;497000000;2319542;26;20
Ashley Estrada;"Jalan Tubagus Ismail No. 224
Pontianak, Papua 90613";+62-0766-476-4202;5,08866E+15;90613;18;15;DKI Jakarta, 04-11-1985;38;Belum menikah;perempuan;datang ke tempat;48;270000000;378000000;2504973;71;26
Julian Poole;"Jalan S. Parman No. 886
Depok, SG 71066";+62-147-690-7210;6,92641E+15;71066;20;8;Jambi, 19-08-1966;57;Belum menikah;perempuan;datang ke tempat;51;678000000;1147500000;2861793;59;29
Michael Petersen;"Jl. Sadang Serang No. 90
Cilegon, KI 13215";+62 (650) 118 8101;2,36839E+15;13215;13;9;DKI Jakarta, 21-01-1973;50;Menikah;laki-laki;datang ke tempat;50;396000000;763000000;2245831;52;25
Danielle Adams;"Gang Otto Iskandardinata No. 06
Serang, ST 99412";+62-099-819-2948;5,84432E+15;99412;18;9;Kalimantan Timur, 03-12-1975;48;Menikah;perempuan;datang ke tempat;57;352000000;510000000;2765636;69;18
Chelsea Schmidt DVM;"Gang Ronggowarsito No. 8
Surakarta, MA 11971";+62 (98) 678 4292;9,82871E+15;11971;5;15;Bengkulu, 25-01-1980;43;Cerai hidup;laki-laki;datang ke tempat;41;572000000;1021000000;2325561;56;26
Eric Vargas;"Jalan W.R. Supratman No. 88
Kota Administrasi Jakarta Selatan, BT 61062";+62-079-861-8246;3,70944E+15;61062;6;20;Jawa Barat, 07-01-1983;40;Cerai hidup;perempuan;datang ke tempat;57;584000000;1500000000;2566487;39;17
James Johnson;"Gg. KH Amin Jasuta No. 15
Palembang, Maluku 89307";+62 (034) 173 8037;7,48735E+15;89307;13;1;Sulawesi Selatan, 10-08-1977;46;Menikah;laki-laki;datang ke tempat;47;380000000;571000000;2356798;67;28
Jon Rivers;"Jalan Bangka Raya No. 173
Kota Administrasi Jakarta Pusat, Jawa Timur 95509";+62-0454-104-4428;6,38743E+15;95509;5;11;DI Yogyakarta, 05-01-1974;49;Cerai hidup;laki-laki;datang ke tempat;50;226000000;337000000;2425323;67;20
Courtney Hale;"Jalan Kebonjati No. 5
Banjarmasin, BE 51968";+62 (510) 759 1388;5,82512E+15;51968;7;1;DI Yogyakarta, 05-02-1970;53;Cerai mati;laki-laki;datang ke tempat;56;190000000;401500000;3344090;47;26
Paul Rodriguez;"Jl. Siliwangi No. 8
Balikpapan, Sulawesi Selatan 42279";+62-0717-951-8876;8,3487E+15;42279;13;9;Kalimantan Timur, 13-04-2000;23;Belum menikah;perempuan;datang ke tempat;42;168000000;219000000;2330098;77;23
Rodney Clarke;"Gg. Cikutra Timur No. 7
Ambon, JT 48302";+62 (044) 123 7246;7,12735E+15;48302;14;13;Jawa Timur, 21-01-1963;60;Belum menikah;perempuan;datang ke tempat;45;226000000;796500000;2368034;28;21
Joseph Reyes;"Jl. Tebet Barat Dalam No. 375
Bau-Bau, PA 81661";+62-91-383-5101;4,21492E+15;81661;18;10;Gorontalo, 06-03-1961;62;Menikah;perempuan;datang ke tempat;41;328000000;346000000;2269628;95;24
Michael Baker;"Gg. S. Parman No. 5
Pematangsiantar, JA 99299";+62-0340-158-4443;8,94592E+15;99299;9;17;DI Yogyakarta, 06-03-1987;36;Menikah;perempuan;datang ke tempat;56;304000000;899500000;2928435;34;28
Christopher Fox;"Jalan Ciwastra No. 36
Semarang, NB 80246";+62 (836) 636-9151;7,97198E+15;80246;18;18;Kepulauan Riau, 06-12-1974;49;Cerai hidup;laki-laki;datang ke tempat;47;128000000;157000000;2343851;82;19
Jay Cobb;"Jl. Pasirkoja No. 91
Kotamobagu, AC 01883";+62 (03) 386-5767;8,07328E+15;1883;1;6;Kepulauan Riau, 27-10-1977;46;Menikah;perempuan;datang ke tempat;50;922000000;977500000;2115962;94;22
Michael Chan;"Jl. Suniaraja No. 0
Sukabumi, Bali 55839";+62 (090) 088 0556;6,12971E+15;55839;20;6;Sulawesi Selatan, 09-10-1979;44;Cerai hidup;perempuan;datang ke tempat;46;176000000;236000000;2395047;75;27
Larry Ball;"Gang M.H Thamrin No. 634
Tegal, BT 38359";+62 (05) 735 0632;8,42652E+15;38359;13;20;Aceh, 12-07-1983;40;Belum menikah;perempuan;datang ke tempat;40;884000000;1374500000;2249303;64;29
Jason Bernard;"Gang Jamika No. 2
Bitung, JT 45989";+62 (0186) 923 4321;2,9672E+15;45989;5;10;Papua, 19-10-1998;25;Cerai hidup;perempuan;datang ke tempat;59;722000000;775000000;3582769;93;27
Maxwell Morgan;"Jl. R.E Martadinata No. 214
Jayapura, PA 58767";+62-93-093-6065;2,66727E+15;58767;9;20;DKI Jakarta, 12-06-1984;39;Belum menikah;laki-laki;datang ke tempat;47;578000000;1106500000;1899169;52;18
Justin White;"Gg. Kutai No. 16
Madiun, Papua Barat 86728";+62 (009) 038 0531;7,82027E+15;86728;19;15;Jawa Timur, 22-10-1990;33;Cerai hidup;perempuan;datang ke tempat;47;340000000;1556500000;2436269;22;19
Heather Cook;"Jl. Rumah Sakit No. 7
Cirebon, SN 80515";+62-0341-172-7755;8,34995E+15;80515;1;16;Kepulauan Bangka Belitung, 26-01-1998;25;Belum menikah;perempuan;datang ke tempat;55;160000000;920000000;2770251;17;30
Michael Luna;"Jl. Pacuan Kuda No. 418
Sibolga, JI 55760";+62 (0359) 569 2306;6,05865E+15;55760;20;12;Sulawesi Tengah, 17-07-1961;62;Belum menikah;perempuan;datang ke tempat;49;700000000;957500000;2166146;73;29
Donna Noble;"Jalan Otto Iskandardinata No. 807
Pariaman, Maluku 89637";+62 (018) 608-2112;3,73374E+15;89637;1;1;Jawa Timur, 05-08-1999;24;Cerai mati;laki-laki;datang ke tempat;47;294000000;319000000;2687665;92;23
Jennifer Johnson;"Gang Kutisari Selatan No. 11
Subulussalam, Sulawesi Selatan 27964";+62 (998) 442-0889;1,55106E+15;27964;10;9;Kalimantan Timur, 14-07-1993;30;Cerai mati;perempuan;datang ke tempat;42;132000000;960000000;2122238;14;26
Larry Levy;"Jl. Rajiman No. 95
Surakarta, Jawa Tengah 47300";+62 (790) 217-8905;5,75437E+15;47300;3;8;Maluku, 01-08-1982;41;Cerai hidup;laki-laki;datang ke tempat;48;146000000;460500000;2663433;32;24
Brandon Martin;"Jalan Dipatiukur No. 1
Metro, Sulawesi Tenggara 44779";+62 (036) 179 0389;4,0425E+15;44779;2;8;Sumatera Barat, 05-06-1987;36;Cerai hidup;perempuan;datang ke tempat;52;118000000;149000000;3061289;79;18
Mrs. Courtney Pugh;"Jl. KH Amin Jasuta No. 021
Ternate, Bengkulu 23705";+62 (063) 108-0986;2,62653E+15;23705;3;16;Riau, 29-08-1990;33;Belum menikah;perempuan;datang ke tempat;50;114000000;455500000;2854240;25;28
