collector_nik,collector_name,collector_birth_place,collector_age,collector_gender,collector_education_level,collector_address,collector_latitude,collector_longitude,collector_zip,collector_rt,collector_rw,collector_workday,collector_worktime
6789846235102909,Kevin Armstrong,"Maluku Utara, 09-07-1995",28,laki-laki,SMA,"Daleman, Tegowanuh, Temanggung, Jawa Tengah, Jawa, 56219, Indonesia",-7.284975511,110.2048472,99932,20,20,Senin-Jumat,Pagi-Sore
7020433648537218,Jennifer Flores,"Jambi, 27-02-1969",54,perempuan,S1,"Cipawon, Purbalingga, Jawa Tengah, Jawa, 53382, Indonesia",-7.449773428,109.436947,36761,19,9,Senin-Jumat,Sore-Malam
4438212840330635,John Lopez,"Kalimantan Tengah, 02-06-1961",62,laki-laki,S1,"Jawa Timur, Jawa, Indonesia",-6.720800574,111.7269193,837,18,9,Senin-Jumat,Sore-Malam
6246028896163867,Nicole Russell,"Kalimantan Selatan, 21-11-1987",36,perempuan,D4,"Jalan Raya Bambu Kuning, Perum Griya Yasa Lestari, Bojonggede, Bogor, Jawa Barat, 16922, Indonesia",-6.482655724,106.801796,71965,14,19,Senin-Minggu,Pagi-Sore
5358817538484502,Victoria Hardy,"Lampung, 09-02-1999",24,laki-laki,S1,"Kesrongan, Pagergunung, Banjarnegara, Jawa Tengah, Jawa, Indonesia",-7.28967992,109.7609379,30323,14,8,Senin-Jumat,Sore-Malam
3.35539E+15,Dr. Kimberly Schmidt,"Gorontalo, 10-02-2000",23,laki-laki,S1,"Gunungsari, Ciamis, Jawa Barat, Jawa, Indonesia",-7.240803269,108.2936051,80177,8,6,Senin-Jumat,Siang-Malam
3230185155520457,Paul Cross,"Maluku, 25-06-1968",55,laki-laki,S2,"Jalan Alas Gedangan, Sumberjo, Jombang, Jawa Timur, Jawa, 61482, Indonesia",-7.613131346,112.3680793,6868,1,16,Senin-Jumat,Sore-Malam
4200567724724164,John Craig,"Jambi, 04-07-1981",42,laki-laki,S1,"Kertojayan, Purworejo, Jawa Tengah, Jawa, Indonesia",-7.862692138,109.8622341,89315,4,1,Senin-Jumat,Pagi-Siang
3.43729E+15,Andrew Marks,"Riau, 25-07-1972",51,perempuan,S1,"Sambong Lombok, Bangilan, Tuban, Jawa Timur, Jawa, 62364, Indonesia",-6.958077218,111.7046657,34559,2,20,Senin-Jumat,Pagi-Sore
2134808066054344,Kathy Riggs,"Kalimantan Barat, 23-06-1970",53,perempuan,SMA,"BSD City, Kadu Sirung, Pagedangan, Kabupaten Tangerang, Banten, Jawa, 15820, Indonesia",-6.309653208,106.5989823,93126,15,4,Senin-Minggu,Sore-Malam
1466534685678458,Troy Cole,"Jawa Timur, 28-09-1960",63,perempuan,S1,"Jawa Tengah, Jawa, Indonesia",-7.761294772,109.1993737,21406,20,15,Senin-Jumat,Pagi-Siang
6502947364183911,Kelly Schroeder,"Jawa Barat, 21-10-1964",59,laki-laki,S1,"Jawa Tengah, Jawa, Indonesia",-6.554911393,109.2967015,30197,11,14,Senin-Jumat,Pagi-Sore
6.70972E+15,Jessica Potts,"Kepulauan Bangka Belitung, 14-12-1981",42,perempuan,D3,"Sekarwangi, Lebak, Banten, 42372, Indonesia",-6.474378725,106.3871734,6955,19,4,Senin-Jumat,Sore-Malam
4623158458748359,Teresa Allen,"Sulawesi Barat, 21-11-1961",62,perempuan,S3,"Sidamulih, Banyumas, Jawa Tengah, Jawa, Indonesia",-7.514527682,109.1839789,67950,17,8,Senin-Minggu,Sore-Malam
1153744897458809,Mark Esparza,"Jambi, 16-09-1970",53,laki-laki,S1,"Cijambe, Jawa Barat, Jawa, Indonesia",-6.638068021,107.7585331,59150,8,18,Senin-Jumat,Sore-Malam
9370836692115875,Linda Harris,"Aceh, 01-12-1993",30,perempuan,D4,"Margalaksana, Bandung Barat, Jawa Barat, 40558, Indonesia",-6.736278902,107.3608306,93728,4,14,Senin-Minggu,Pagi-Sore
4765730896039363,Rebecca Edwards,"Kalimantan Selatan, 03-11-1962",61,perempuan,S1,"Jawa Tengah, Jawa, Indonesia",-6.777039474,110.4679261,86310,16,2,Senin-Minggu,Pagi-Siang
1442721554633323,Spencer Waters,"Sumatera Barat, 09-12-1973",50,perempuan,S1,"Jawa Tengah, Jawa, Indonesia",-6.548838515,109.9040914,49586,9,13,Senin-Jumat,Siang-Malam
5219075180733912,Kelly Sanford,"Maluku Utara, 05-06-1972",51,perempuan,S1,"Cijayanti, Babakan Madang, Bogor, Jawa Barat, 16710, Indonesia",-6.595904688,106.8727254,32543,16,11,Senin-Jumat,Pagi-Sore
8141806315630536,Dakota Swanson,"Sulawesi Barat, 03-01-1999",24,laki-laki,SMA,"Jawa Barat, Jawa, Indonesia",-7.786485983,107.6399673,14057,9,10,Senin-Jumat,Pagi-Sore
9615512157534326,Karen Turner,"Kalimantan Utara, 01-09-1996",27,laki-laki,S1,"Jawa Tengah, Jawa, Indonesia",-6.67738257,109.4790642,26126,2,7,Senin-Jumat,Sore-Malam
6704987092250487,Chad Ramirez,"Sumatera Selatan, 15-02-1988",35,laki-laki,S1,"Jawa Tengah, Jawa, Indonesia",-6.408203792,110.3901231,9692,15,8,Senin-Jumat,Sore-Malam
2044932481082596,Jesus Moran,"Bengkulu, 02-10-1964",59,perempuan,S3,"Gumawang, Gumawangkidul, Wonosobo, Jawa Tengah, Jawa, 56362, Indonesia",-7.343361943,109.8330325,6862,17,18,Senin-Jumat,Pagi-Sore
2223595065214627,Nicholas Murray,"DKI Jakarta, 21-03-1984",39,perempuan,S2,"Bojong, Bandung Barat, Jawa Barat, Indonesia",-6.972988306,107.260795,63775,5,8,Senin-Minggu,Siang-Malam
7195082104459686,Jose Walker,"Kalimantan Barat, 28-07-1978",45,perempuan,D4,"Jalan Dusun Sindang Raja, Dusun Binuang Desa Sadabumi, Cilacap, Jawa Tengah, Indonesia",-7.215428067,108.7344245,83839,8,2,Senin-Jumat,Sore-Malam
9030316479554313,Marisa Garner,"Jawa Tengah, 12-05-1985",38,laki-laki,S1,"Kaladawa, Tegal, Jawa Tengah, Jawa, 52181, Indonesia",-6.902799028,109.1483508,99700,10,8,Senin-Minggu,Pagi-Siang
9658843622144267,Christopher Williams,"Maluku, 15-01-1964",59,perempuan,S1,"Haurkuning, Jawa Barat, 45562, Indonesia",-7.018751865,108.4343985,99100,6,2,Senin-Jumat,Pagi-Siang
9415216677466029,Elizabeth Lopez,"Jawa Barat, 17-10-1993",30,laki-laki,SMA,"Banyumeneng, Demak, Jawa Tengah, Jawa, 50232, Indonesia",-7.113719642,110.5007887,94135,3,3,Senin-Jumat,Sore-Malam
4752961379709547,Rachel Gill,"Kalimantan Selatan, 01-09-1963",60,laki-laki,S1,"Sumberagung, Jatirejo, Mojokerto, Jawa Timur, Indonesia",-7.605648219,112.4415163,51922,19,9,Senin-Jumat,Siang-Malam
8790370912640254,Tiffany Gonzalez,"Kalimantan Utara, 05-10-1975",48,laki-laki,S1,"Sukabumi, Jawa Barat, Indonesia",-6.796451198,106.5760192,5090,9,4,Senin-Jumat,Pagi-Siang
2.26337E+15,Courtney Torres DVM,"Lampung, 26-07-1992",31,perempuan,D3,"Banten, Jawa, Indonesia",-6.929709853,106.0729163,70702,6,12,Senin-Jumat,Siang-Malam
8649345709338449,Benjamin Romero,"Maluku Utara, 16-05-1987",36,laki-laki,SMA,"Jawa Tengah, Jawa, Indonesia",-6.416771611,108.8982038,90158,15,2,Senin-Jumat,Pagi-Sore
2127950503550953,Brian Liu,"Kalimantan Barat, 23-04-1964",59,laki-laki,SMA,"Jekerto, Grobogan, Jawa Tengah, Jawa, 58164, Indonesia",-7.087329465,110.7011288,41039,4,17,Senin-Jumat,Pagi-Siang
3772293183165573,Michael Moore,"Sulawesi Tenggara, 23-06-1973",50,perempuan,S1,"Jawa Tengah, Jawa, Indonesia",-6.741525047,109.8543028,61789,16,19,Senin-Minggu,Sore-Malam
1217252458166929,Steven Baker,"Sumatera Barat, 03-10-1977",46,perempuan,D4,"Rendeng, Malo, Bojonegoro, Jawa Timur, Indonesia",-7.107637299,111.7241707,61974,20,3,Senin-Jumat,Pagi-Sore
7958516973008885,Dustin Cruz,"DI Yogyakarta, 22-03-1968",55,laki-laki,S2,"Jawa Tengah, Jawa, Indonesia",-6.55521429,108.854782,61841,17,7,Senin-Jumat,Siang-Malam
3.66528E+15,Nicole Franklin,"Papua, 30-08-1962",61,laki-laki,S2,"Banaran Wetan, Nganjuk, Jawa Timur, Indonesia",-7.521437147,111.8634714,4320,14,10,Senin-Jumat,Sore-Malam
9191725007380102,Craig Garrett,"Kalimantan Barat, 26-04-1987",36,laki-laki,SMA,"Bancar, Tuban, Jawa Timur, Jawa, 62354, Indonesia",-6.813703171,111.7617491,27363,15,7,Senin-Minggu,Sore-Malam
9054866148139667,Daniel Brown,"Sumatera Utara, 25-02-1967",56,perempuan,S1,"Gembongan, Blitar, Jawa Timur, Jawa, 64153, Indonesia",-7.996192134,112.0886687,44233,2,5,Senin-Minggu,Pagi-Siang
7.57872E+15,Daniel Nelson,"Papua Barat, 14-07-1976",47,laki-laki,S1,"Tobongjaya, Tasikmalaya, Jawa Barat, Indonesia",-7.650719161,108.0849997,6630,9,12,Senin-Jumat,Pagi-Siang
5.38035E+15,Kevin Holmes,"Jambi, 05-08-1966",57,laki-laki,S2,"Ciamis, Jawa Barat, Indonesia",-7.269486444,108.5396122,47593,5,16,Senin-Jumat,Pagi-Sore
9.53842E+15,Erika Smith,"Kepulauan Bangka Belitung, 05-10-1978",45,laki-laki,S2,"Jawa Barat, Jawa, Indonesia",-7.53828489,106.6775708,95880,12,6,Senin-Jumat,Pagi-Siang
2413894495671365,Megan Lopez,"Papua, 15-03-1973",50,laki-laki,SMA,"Limbangan, Kabupaten Indramayu, Jawa Barat, Indonesia",-6.375895355,108.4219039,77191,9,16,Senin-Jumat,Pagi-Sore
2606724437665552,Michelle Lewis,"Sulawesi Tengah, 19-03-1963",60,laki-laki,S1,"Jawa Tengah, Jawa, Indonesia",-6.373468569,110.004482,61407,7,5,Senin-Jumat,Siang-Malam
4157457901051535,Samuel White,"Nusa Tenggara Barat, 30-04-1966",57,perempuan,SMA,"Seboro, Kebumen, Jawa Tengah, Indonesia",-7.503167309,109.701775,76074,4,5,Senin-Jumat,Pagi-Sore
3436743426213603,Jessica Walker,"Bengkulu, 10-07-1978",45,laki-laki,S1,"Jalan Rejodani, Sariharjo, Sleman, Daerah Istimewa Yogyakarta, 55581, Indonesia",-7.707709787,110.3919399,57811,20,13,Sabtu-Minggu,Pagi-Siang
9515260337949412,Jacqueline Smith,"Sulawesi Selatan, 09-01-1967",56,perempuan,S2,"Banten, Jawa, Indonesia",-6.982459341,106.2281161,49853,3,4,Senin-Jumat,Sore-Malam
2610077911395241,Christopher Rivera,"Bali, 29-12-1974",49,perempuan,S1,"Kedungmalang, Papar, Jawa Timur, Jawa, 64155, Indonesia",-7.719725743,112.1181839,71008,10,10,Senin-Jumat,Sore-Malam
3747244974785077,Brian Lee,"Maluku Utara, 27-04-1994",29,perempuan,D3,"Jawa Timur, Jawa, Indonesia",-6.50924264,111.8997141,13914,3,7,Senin-Jumat,Pagi-Siang
3552794987110766,Juan Clarke,"Jawa Tengah, 17-08-1979",44,perempuan,S1,"Tireman, Rembang, Jawa Tengah, Jawa, 59218, Indonesia",-6.670244087,111.3670868,72357,15,8,Senin-Jumat,Pagi-Siang
1779271692874954,Vincent Young,"Sulawesi Tengah, 11-09-1975",48,laki-laki,S1,"Weru, Lamongan, Jawa Timur, Indonesia",-6.861447075,112.4322657,23567,7,5,Senin-Jumat,Siang-Malam
8640752313369437,David Gonzalez,"Sulawesi Selatan, 30-03-1977",46,perempuan,S1,"Jalan Tontow Krajan Utara, Pemukiman, Panunggalan, Grobogan, Jawa Tengah, Jawa, 58181, Indonesia",-7.123846428,111.0680921,82904,3,20,Senin-Jumat,Siang-Malam
7934382567103867,Andrew Hall,"Lampung, 13-10-1975",48,laki-laki,S3,"Brangkal, Wonosegoro, Boyolali, Jawa Tengah, Jawa, 57382, Indonesia",-7.288655507,110.6590674,68856,18,3,Senin-Jumat,Pagi-Sore
4.71346E+15,William Cunningham,"Kalimantan Utara, 05-05-1969",54,laki-laki,S2,"Jawa Tengah, Jawa, Indonesia",-6.485023022,110.1649157,90644,2,7,Senin-Minggu,Siang-Malam
4.75945E+15,Tony Thompson,"Papua, 30-12-1970",53,laki-laki,S2,"Teras, Boyolali, Jawa Tengah, Jawa, 57372, Indonesia",-7.536125725,110.6619856,30275,3,13,Senin-Minggu,Pagi-Sore
7171628226639487,Kristin Baker,"Kalimantan Selatan, 31-03-1991",32,perempuan,S1,"Waluyorejo, Kebumen, Jawa Tengah, Jawa, 54383, Indonesia",-7.751393135,109.5212321,38779,17,17,Senin-Jumat,Pagi-Sore
3892924340462206,Nicole Baker,"Jawa Barat, 31-10-1972",51,perempuan,SMA,"Pesu, Klaten, Jawa Tengah, Jawa, 57452, Indonesia",-7.779785437,110.5763498,68012,14,18,Senin-Jumat,Sore-Malam
1522809286893098,Christopher Barron,"Bali, 13-05-1996",27,laki-laki,SMA,"Kalimanggis Wetan, Jawa Barat, Indonesia",-6.963187024,108.618443,29454,14,8,Senin-Jumat,Sore-Malam
4936961000709781,Kevin Smith,"Sulawesi Utara, 25-03-1985",38,laki-laki,S2,"Situmulya, Lebak, Banten, Indonesia",-6.712298091,106.4298953,63871,13,16,Senin-Jumat,Pagi-Sore
3729181562613226,Dr. Marissa Cohen MD,"DI Yogyakarta, 29-09-1992",31,perempuan,S1,"Cikancra, Tasikmalaya, Jawa Barat, Indonesia",-7.748219764,108.2091148,49684,11,16,Senin-Jumat,Pagi-Sore
9743152394171392,Kathleen Price,"Riau, 27-08-1995",28,laki-laki,S1,"Kalisapu, Jawa Barat, 45151, Indonesia",-6.668029216,108.558035,42219,19,6,Senin-Jumat,Pagi-Sore
7704272112758097,Erica Poole,"Lampung, 20-10-1994",29,perempuan,S1,"Truni, Lamongan, Jawa Timur, 62271, Indonesia",-7.087141709,112.2014419,55459,20,15,Senin-Minggu,Pagi-Sore
3155385530037917,Patrick Adams,"Kalimantan Barat, 07-09-1970",53,laki-laki,S2,"Pepedan, Purbalingga, Jawa Tengah, Jawa, Indonesia",-7.331380523,109.4663208,99797,2,10,Senin-Jumat,Pagi-Sore
2839636501129016,Joseph Brown,"Maluku Utara, 08-02-1969",54,perempuan,SMA,"Kedungsari, Kudus, Jawa Tengah, Jawa, 59354, Indonesia",-6.719888187,110.8373864,79763,8,15,Senin-Jumat,Siang-Malam
4.03906E+15,Monique Cordova,"Bengkulu, 14-03-1979",44,perempuan,SMA,"Cikuya, Tasikmalaya, Jawa Barat, Indonesia",-7.560683188,108.0003953,355,2,10,Senin-Jumat,Siang-Malam
7694640397380414,Michael Lewis,"Bengkulu, 20-07-1963",60,perempuan,S1,"Jawa Tengah, Jawa, Indonesia",-6.453139275,110.5873777,83781,10,20,Senin-Jumat,Pagi-Sore
8612199701952301,Michael Alvarez,"Papua Barat, 19-03-1964",59,laki-laki,S1,"Ngasem, Bojonegoro, Jawa Timur, Jawa, 62172, Indonesia",-7.38066998,111.7591282,82952,11,20,Senin-Jumat,Siang-Malam
4025487383818332,Rebecca Mckinney,"Sulawesi Tenggara, 13-08-1987",36,perempuan,S1,"Karangsari, Cilacap, Jawa Tengah, Jawa, Indonesia",-7.308461989,108.9084348,91367,18,4,Senin-Jumat,Siang-Malam
9195650294683927,Justin Ortiz,"Sulawesi Tengah, 04-05-1995",28,laki-laki,SMA,"Jawa Tengah, Jawa, Indonesia",-6.695820214,110.0670215,81213,2,16,Senin-Jumat,Pagi-Sore
9306807103177798,Sean Contreras,"Sulawesi Tenggara, 22-01-1971",52,perempuan,D4,"Jawa Tengah, Jawa, Indonesia",-6.396324506,108.9724725,64485,4,6,Senin-Jumat,Sore-Malam
8558009494373481,Tiffany Moore,"Kalimantan Selatan, 24-11-2000",23,perempuan,S1,"Glagah Harjo, Cangkringan, Sleman, Daerah Istimewa Yogyakarta, Jawa, 55583, Indonesia",-7.640111336,110.4680781,62846,13,20,Senin-Jumat,Siang-Malam
6281126497281224,Steve Olson,"Sulawesi Tenggara, 04-10-1995",28,perempuan,S1,"Tlogotirto, Grobogan, Jawa Tengah, Jawa, 58384, Indonesia",-7.196893045,111.2020096,16709,16,15,Senin-Jumat,Pagi-Siang
1051545011760487,Amy Chase,"Kepulauan Riau, 23-09-1986",37,perempuan,D3,"Jawa Tengah, Jawa, Indonesia",-6.448976963,109.5591237,87215,12,2,Senin-Jumat,Pagi-Sore
8232369167105059,Steven Gilbert,"Kalimantan Tengah, 11-08-1961",62,laki-laki,SMA,"Sukajaya, Sukabumi, Jawa Barat, Indonesia",-7.199189149,106.78524,71306,8,7,Senin-Jumat,Pagi-Sore
7227333546521638,Christine Lambert,"Maluku, 09-01-1977",46,perempuan,S2,"Ciwalat, Sukabumi, Jawa Barat, Indonesia",-7.190935852,106.8150526,70043,4,10,Senin-Jumat,Pagi-Siang
3297734836382173,Megan Martin,"Kepulauan Bangka Belitung, 21-04-1972",51,laki-laki,S1,"Purwodadi, Grobogan, Jawa Tengah, Jawa, 58114, Indonesia",-7.093847629,110.8902335,72472,9,8,Senin-Jumat,Pagi-Sore
9476226591910512,Karen Flynn,"Papua, 02-06-1973",50,perempuan,S1,"Jawa Tengah, Jawa, Indonesia",-7.996707134,109.9451244,5982,19,15,Senin-Jumat,Siang-Malam
4324626348641782,Jermaine Cummings,"Kepulauan Bangka Belitung, 05-09-1984",39,perempuan,S1,"Rawa, Jawa Barat, 41115, Indonesia",-6.54546657,107.4929659,14697,12,17,Senin-Jumat,Siang-Malam
9224017734975912,Haley Wilson,"Sulawesi Barat, 20-11-1972",51,laki-laki,SMA,"Cimayang, Lebak, Banten, Indonesia",-6.635988677,106.1794851,25051,9,4,Senin-Jumat,Pagi-Siang
1217119720823597,Bryan Reed,"Jawa Tengah, 21-11-1974",49,laki-laki,S3,"Girisuko, Panggang, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta, Indonesia",-7.976088114,110.4476076,59484,6,14,Senin-Jumat,Pagi-Siang
7335444853064775,Danny Smith,"Sumatera Selatan, 19-04-1971",52,perempuan,SMA,"Pladen, Kudus, Jawa Tengah, Jawa, 59382, Indonesia",-6.812748795,110.9331666,7392,13,1,Senin-Jumat,Pagi-Sore
8548724837457037,Karen Faulkner,"DI Yogyakarta, 13-02-1997",26,laki-laki,S1,"Jawa Barat, Jawa, Indonesia",-6.358903612,108.6293754,9907,8,7,Senin-Jumat,Siang-Malam
5088657966915149,Ashley Estrada,"DKI Jakarta, 04-11-1985",38,perempuan,S1,"Kedungwadas, Cilacap, Jawa Tengah, Jawa, Indonesia",-7.47790901,108.9129993,90613,18,15,Senin-Jumat,Siang-Malam
6926412499973808,Julian Poole,"Jambi, 19-08-1966",57,perempuan,S3,"Tlogoretno, Lamongan, Jawa Timur, Jawa, Indonesia",-6.922661638,112.2119247,71066,20,8,Senin-Jumat,Siang-Malam
2368393988773767,Michael Petersen,"DKI Jakarta, 21-01-1973",50,laki-laki,S1,"Lembeyan Wetan, Magetan, Jawa Timur, Indonesia",-7.771017879,111.389906,13215,13,9,Senin-Jumat,Sore-Malam
5844316070987056,Danielle Adams,"Kalimantan Timur, 03-12-1975",48,perempuan,S1,"Jawa Barat, Jawa, Indonesia",-7.728170412,107.2310158,99412,18,9,Senin-Minggu,Pagi-Siang
9828711238695277,Chelsea Schmidt DVM,"Bengkulu, 25-01-1980",43,laki-laki,SMA,"Sarewu, Jawa Barat, 45145, Indonesia",-6.800215011,108.5157368,11971,5,15,Senin-Jumat,Pagi-Sore
3709444259315208,Eric Vargas,"Jawa Barat, 07-01-1983",40,perempuan,D3,"Karangmojo, Karanganyar, Jawa Tengah, Jawa, 57722, Indonesia",-7.57288691,110.9161612,61062,6,20,Senin-Jumat,Pagi-Sore
7487348188185785,James Johnson,"Sulawesi Selatan, 10-08-1977",46,laki-laki,S1,"Jawa Tengah, Jawa, Indonesia",-6.362848941,111.6081447,89307,13,1,Senin-Jumat,Sore-Malam
6387433202936103,Jon Rivers,"DI Yogyakarta, 05-01-1974",49,laki-laki,S1,"Mariuk, Jawa Barat, 41253, Indonesia",-6.354865789,107.7945443,95509,5,11,Senin-Jumat,Sore-Malam
5825123117996388,Courtney Hale,"DI Yogyakarta, 05-02-1970",53,laki-laki,S1,"Jawa Tengah, Jawa, Indonesia",-6.35622613,111.1351733,51968,7,1,Senin-Jumat,Pagi-Sore
8348700230246417,Paul Rodriguez,"Kalimantan Timur, 13-04-2000",23,perempuan,D3,"Jawa Tengah, Jawa, Indonesia",-6.423021307,108.8683887,42279,13,9,Senin-Jumat,Pagi-Siang
7127345780081346,Rodney Clarke,"Jawa Timur, 21-01-1963",60,perempuan,SMA,"Tambakboyo, Tuban, Jawa Timur, Indonesia",-6.856346462,111.7514679,48302,14,13,Senin-Jumat,Siang-Malam
4214915235006561,Joseph Reyes,"Gorontalo, 06-03-1961",62,perempuan,SMA,"Jawa Tengah, Jawa, Indonesia",-6.793799515,109.4041369,81661,18,10,Senin-Jumat,Pagi-Siang
8945915743569688,Michael Baker,"DI Yogyakarta, 06-03-1987",36,perempuan,SMA,"Ciasmara, Pamijahan, Bogor, Jawa Barat, Indonesia",-6.705907251,106.6579488,99299,9,17,Senin-Jumat,Pagi-Sore
7971983435718633,Christopher Fox,"Kepulauan Riau, 06-12-1974",49,laki-laki,S3,"Sasak Panjang, Tajurhalang, Bogor, Jawa Barat, 16922, Indonesia",-6.469939235,106.7654465,80246,18,18,Senin-Jumat,Siang-Malam
8073284760975258,Jay Cobb,"Kepulauan Riau, 27-10-1977",46,perempuan,S1,"Jawa Barat, Jawa, Indonesia",-7.905319876,108.6699286,1883,1,6,Senin-Jumat,Sore-Malam
6129706586484337,Michael Chan,"Sulawesi Selatan, 09-10-1979",44,perempuan,SMA,"Sumedang, Jawa Barat, Indonesia",-6.667256873,108.0367844,55839,20,6,Senin-Jumat,Sore-Malam
8426524156947867,Larry Ball,"Aceh, 12-07-1983",40,perempuan,S1,"Jawa Tengah, Jawa, Indonesia",-7.854609644,109.3870714,38359,13,20,Senin-Jumat,Sore-Malam
2967197204160172,Jason Bernard,"Papua, 19-10-1998",25,perempuan,S2,"Jawa Tengah, Jawa, Indonesia",-6.578833705,111.2201856,45989,5,10,Senin-Jumat,Siang-Malam
2667273732166636,Maxwell Morgan,"DKI Jakarta, 12-06-1984",39,laki-laki,S2,"Semin, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta, Jawa, Indonesia",-7.881589166,110.7434208,58767,9,20,Senin-Jumat,Pagi-Siang
7820266510881557,Justin White,"Jawa Timur, 22-10-1990",33,perempuan,S1,"Jawa Barat, Jawa, Indonesia",-7.907106751,108.0040434,86728,19,15,Senin-Jumat,Siang-Malam
8349948554732352,Heather Cook,"Kepulauan Bangka Belitung, 26-01-1998",25,perempuan,S1,"Bebeng, Umbulharjo, Cangkringan, Sleman, Daerah Istimewa Yogyakarta, Jawa, 55583, Indonesia",-7.580216811,110.4455864,80515,1,16,Senin-Jumat,Pagi-Siang
6058645764121213,Michael Luna,"Sulawesi Tengah, 17-07-1961",62,perempuan,D3,"Gandu, Majalengka, Jawa Barat, Jawa, Indonesia",-6.732178708,108.1826736,55760,20,12,Senin-Jumat,Pagi-Siang
3733740550335547,Donna Noble,"Jawa Timur, 05-08-1999",24,laki-laki,SMA,"Peron Wetan, Kalidamar, Kendal, Jawa Tengah, Jawa, Indonesia",-7.101135331,110.0093462,89637,1,1,Senin-Jumat,Sore-Malam
1551061703778486,Jennifer Johnson,"Kalimantan Timur, 14-07-1993",30,perempuan,S1,"Jawa Tengah, Jawa, Indonesia",-7.745468756,109.3542737,27964,10,9,Senin-Jumat,Sore-Malam
5754366457519248,Larry Levy,"Maluku, 01-08-1982",41,laki-laki,S3,"Drudi, Sambongrejo, Semanding, Tuban, Jawa Timur, Indonesia",-6.971481675,112.0571537,47300,3,8,Senin-Minggu,Sore-Malam
4042502436207682,Brandon Martin,"Sumatera Barat, 05-06-1987",36,perempuan,S2,"Jalur Pendakian via Guci, Pemalang, Tegal, Jawa Tengah, Jawa, 52466, Indonesia",-7.204802525,109.1760716,44779,2,8,Senin-Jumat,Sore-Malam
2626534394798037,Mrs. Courtney Pugh,"Riau, 29-08-1990",33,perempuan,S1,"Wangon, Banyumas, Jawa Tengah, Jawa, Indonesia",-7.512277925,109.0551663,23705,3,16,Senin-Jumat,Pagi-Siang
3768487452526672,Michael Daniel,"Jawa Barat, 14-01-1989",34,laki-laki,SMA,"Bedagung, Magetan, Jawa Timur, Jawa, Indonesia",-7.631248436,111.2380661,270,12,17,Senin-Jumat,Siang-Malam
8101189915109918,Sarah Morris,"DI Yogyakarta, 27-11-1984",39,laki-laki,SMA,Address not found,-7.933428288,107.6235716,64406,20,11,Senin-Jumat,Siang-Malam
3351305389664524,William Holt,"Jambi, 14-06-1971",52,perempuan,S1,"Mandala, Cilacap, Jawa Tengah, Jawa, 53213, Indonesia",-7.601219927,109.0385562,56908,20,20,Senin-Jumat,Pagi-Siang
7496426852722633,Kelly Turner,"Sumatera Barat, 01-01-1991",32,perempuan,S1,"Kalijaran, Cilacap, Jawa Tengah, Jawa, 53272, Indonesia",-7.60425004,109.1732191,79058,16,20,Senin-Jumat,Sore-Malam
1285322026342564,Lisa Taylor,"Sulawesi Tenggara, 30-03-1971",52,laki-laki,D3,"Kenduruan, Tuban, Jawa Timur, Jawa, Indonesia",-6.90918081,111.6403776,94031,10,3,Senin-Jumat,Sore-Malam
4.87737E+15,Mary Willis,"Kepulauan Riau, 14-09-1980",43,perempuan,S1,"Jawa Tengah, Jawa, Indonesia",-6.340069696,109.3322344,36457,10,14,Senin-Jumat,Pagi-Siang
2.43531E+15,Stephanie King,"Jawa Tengah, 05-12-1963",60,laki-laki,S2,"Jawa Tengah, Jawa, Indonesia",-7.851703556,109.4803683,26931,11,19,Senin-Jumat,Sore-Malam
3949955713866962,Jennifer Jones,"Aceh, 30-06-1986",37,perempuan,SMA,"Logede, Drono, Temanggung, Jawa Tengah, Jawa, Indonesia",-7.345125238,110.1389989,13386,13,1,Senin-Jumat,Pagi-Siang
7.66897E+15,Susan Paul,"Kalimantan Tengah, 22-11-1964",59,laki-laki,S3,"Jawa Barat, Jawa, Indonesia",-7.65643238,106.668127,24981,16,9,Senin-Minggu,Pagi-Siang
4506575011900685,Colleen Carpenter,"Jawa Barat, 01-10-1984",39,laki-laki,S1,"Pasiripis, Sukabumi, Jawa Barat, Indonesia",-7.377031679,106.5333789,7827,16,8,Senin-Minggu,Siang-Malam
