debtor_name,debtor_gender,debtor_age,debtor_marital_status,number_of_number_of_dependents,debtor_education_level,employment_year,monthly_income,monthly_expenses,asset_value,down_payment_percentage,paid_down_payment,loan_amount,interest_rate,tenor,monthly_payment,loan_income_expenses_ratio,total_capital,clasify_total_capital,ses,default_risk,loan_purpose,default_score,default_potential,recommendation
Jaiman Najmudin,laki-laki,50,Sudah menikah,5,SD,3,5000000,1100000,80000000.0,0.25,125000000,375000000,6,120,4163269,106.75,117800000.0,Lemah,Rendah,Sangat Beresiko,kredit properti,2300,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 375000000 dengan cicilan per bulan sebesar 4163269 dan bunga pertahun sebesar 6%."
"R. Banara Najmudin, S.E.I",perempuan,43,Sudah menikah,5,S2,5,24500000,14300000,830000000.0,0.3,240000000,560000000,12,120,8034373,78.77,504400000.0,Sangat Kuat,Sangat Tinggi,Sangat Beresiko,kredit properti,1800,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 560000000 dengan cicilan per bulan sebesar 8034373 dan bunga pertahun sebesar 12%."
Pandu Zulaika,laki-laki,25,Cerai Hidup,2,D4,1,5000000,1200000,320000000.0,0.2,16000000,64000000,10,48,1623205,42.72,138600000.0,Lemah,Tinggi,Baik,kredit kendaraan bermotor,450,Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 64000000 dengan cicilan per bulan sebesar 1623205 dan bunga pertahun sebesar 10%."
Yoga Mulyani,perempuan,51,Belum menikah,0,SMA,6,14000000,5700000,220000000.0,0.15,450000,2550000,6,72,42261,0.51,295600000.0,Kuat,Tinggi,Sangat Baik,kredit usaha,0,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 2550000 dengan cicilan per bulan sebesar 42261 dan bunga pertahun sebesar 6%."
Drs. Natalia Hassanah,laki-laki,35,Sudah menikah,4,SMA,4,5500000,2900000,190000000.0,0.2,16000000,64000000,9,48,1592643,61.26,120200000.0,Lemah,Sangat Rendah,Beresiko,kredit kendaraan bermotor,1700,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 64000000 dengan cicilan per bulan sebesar 1592643 dan bunga pertahun sebesar 9%."
Najwa Jailani,laki-laki,29,Belum menikah,0,S2,2,10000000,4500000,500000000.0,0.2,60000000,240000000,7,48,5747099,104.49,238000000.0,Cukup,Sangat Tinggi,Sangat Beresiko,kredit kendaraan bermotor,1600,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 240000000 dengan cicilan per bulan sebesar 5747099 dan bunga pertahun sebesar 7%."
Diah Gunawan,laki-laki,38,Belum menikah,0,D4,10,28500000,15200000,220000000.0,0.2,600000,2400000,10,72,44462,0.33,533600000.0,Sangat Kuat,Tinggi,Sangat Baik,kredit usaha,0,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 2400000 dengan cicilan per bulan sebesar 44462 dan bunga pertahun sebesar 10%."
Drs. Danu Mandasari,perempuan,50,Belum menikah,0,SMA,2,5500000,2300000,250000000.0,0.25,125000000,375000000,9,120,4750342,148.45,131400000.0,Lemah,Tinggi,Sangat Beresiko,kredit properti,1900,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 375000000 dengan cicilan per bulan sebesar 4750342 dan bunga pertahun sebesar 9%."
Drs. Among Usada,perempuan,52,Belum menikah,0,SMA,5,9500000,2600000,80000000.0,0.2,16000000,64000000,11,48,1654113,23.97,209800000.0,Cukup,Menengah,Netral,kredit kendaraan bermotor,1050,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 64000000 dengan cicilan per bulan sebesar 1654113 dan bunga pertahun sebesar 11%."
Cengkir Anggraini,laki-laki,47,Sudah menikah,3,SMA,5,4500000,1200000,130000000.0,0.25,125000000,375000000,9,120,4750342,143.95,111600000.0,Lemah,Menengah,Sangat Beresiko,kredit properti,2050,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 375000000 dengan cicilan per bulan sebesar 4750342 dan bunga pertahun sebesar 9%."
"Rini Hardiansyah, S.Sos",laki-laki,34,Belum menikah,0,S1,5,24000000,6600000,690000000.0,0.3,240000000,560000000,7,120,6502075,37.37,570800000.0,Sangat Kuat,Sangat Tinggi,Netral,kredit properti,900,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 560000000 dengan cicilan per bulan sebesar 6502075 dan bunga pertahun sebesar 7%."
Kacung Wijaya,perempuan,47,Sudah menikah,4,SMP,7,14500000,3300000,80000000.0,0.3,150000000,350000000,12,120,5021483,44.83,323400000.0,Kuat,Menengah,Beresiko,kredit properti,1400,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan cicilan per bulan sebesar 5021483 dan bunga pertahun sebesar 12%."
Wisnu Nasyidah,laki-laki,45,Sudah menikah,2,SMA,7,9500000,4400000,230000000.0,0.3,150000000,350000000,11,120,4821250,94.53,205200000.0,Cukup,Tinggi,Sangat Beresiko,kredit properti,1800,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan cicilan per bulan sebesar 4821250 dan bunga pertahun sebesar 11%."
Usyi Suryono,laki-laki,40,Sudah menikah,5,S1,4,12000000,3500000,290000000.0,0.15,450000,2550000,10,72,47241,0.56,279000000.0,Kuat,Menengah,Sangat Baik,kredit usaha,250,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 2550000 dengan cicilan per bulan sebesar 47241 dan bunga pertahun sebesar 10%."
dr. Rahmi Utami,perempuan,34,Cerai Mati,0,D3,5,5500000,1100000,130000000.0,0.15,52500000,297500000,9,72,5362597,121.88,136800000.0,Lemah,Menengah,Sangat Beresiko,kredit usaha,2050,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 297500000 dengan cicilan per bulan sebesar 5362597 dan bunga pertahun sebesar 9%."
"Zaenab Hutagalung, S.Kom",laki-laki,19,Sudah menikah,3,SMP,0,5500000,1300000,200000000.0,0.25,20000000,60000000,6,48,1409102,33.55,136400000.0,Lemah,Tinggi,Baik,kredit kendaraan bermotor,600,Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 60000000 dengan cicilan per bulan sebesar 1409102 dan bunga pertahun sebesar 6%."
Rusman Anggraini,laki-laki,35,Belum menikah,0,S1,3,17500000,5200000,270000000.0,0.25,125000000,375000000,8,120,4549785,36.99,387600000.0,Sangat Kuat,Menengah,Netral,kredit properti,1150,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 375000000 dengan cicilan per bulan sebesar 4549785 dan bunga pertahun sebesar 8%."
Nova Wijaya,perempuan,34,Belum menikah,0,S1,7,27500000,7600000,320000000.0,0.3,240000000,560000000,11,120,7714001,38.76,607800000.0,Sangat Kuat,Tinggi,Netral,kredit properti,900,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 560000000 dengan cicilan per bulan sebesar 7714001 dan bunga pertahun sebesar 11%."
Latif Rahmawati,laki-laki,31,Belum menikah,0,S1,3,19500000,5600000,420000000.0,0.35,175000000,325000000,9,120,4116963,29.62,445800000.0,Sangat Kuat,Tinggi,Netral,kredit properti,800,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 325000000 dengan cicilan per bulan sebesar 4116963 dan bunga pertahun sebesar 9%."
Chelsea Melani,perempuan,51,Sudah menikah,4,SD,3,4500000,2700000,140000000.0,0.25,125000000,375000000,11,120,5165625,286.98,92600000.0,Sangat Lemah,Sangat Rendah,Sangat Beresiko,kredit properti,2550,Suspicious,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 375000000 dengan cicilan per bulan sebesar 5165625 dan bunga pertahun sebesar 11%."
Elisa Wastuti,perempuan,35,Sudah menikah,1,S3,0,18000000,3700000,530000000.0,0.15,450000,2550000,3,72,38744,0.27,440600000.0,Sangat Kuat,Tinggi,Sangat Baik,kredit usaha,250,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 2550000 dengan cicilan per bulan sebesar 38744 dan bunga pertahun sebesar 3%."
Kambali Rajata,perempuan,21,Sudah menikah,4,SMA,1,5000000,1300000,250000000.0,0.2,16000000,64000000,7,48,1532560,41.42,130400000.0,Lemah,Tinggi,Beresiko,kredit kendaraan bermotor,950,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 64000000 dengan cicilan per bulan sebesar 1532560 dan bunga pertahun sebesar 7%."
Kacung Hasanah,laki-laki,35,Belum menikah,0,SMA,4,7500000,1700000,260000000.0,0.2,16000000,64000000,6,48,1503042,25.91,189600000.0,Cukup,Tinggi,Baik,kredit kendaraan bermotor,250,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 64000000 dengan cicilan per bulan sebesar 1503042 dan bunga pertahun sebesar 6%."
Bakiono Agustina,perempuan,29,Cerai Mati,1,S2,2,15000000,3100000,690000000.0,0.2,60000000,240000000,6,48,5636407,47.36,393800000.0,Sangat Kuat,Sangat Tinggi,Beresiko,kredit kendaraan bermotor,950,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 240000000 dengan cicilan per bulan sebesar 5636407 dan bunga pertahun sebesar 6%."
"Melinda Utami, S.IP",perempuan,35,Sudah menikah,4,D4,2,9500000,3800000,320000000.0,0.2,70000000,280000000,5,72,4509381,79.11,216400000.0,Cukup,Tinggi,Sangat Beresiko,kredit usaha,1900,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 280000000 dengan cicilan per bulan sebesar 4509381 dan bunga pertahun sebesar 5%."
H. Taswir Siregar,laki-laki,24,Cerai Hidup,1,D4,0,15500000,5700000,470000000.0,0.25,125000000,375000000,9,120,4750342,48.47,350600000.0,Sangat Kuat,Tinggi,Beresiko,kredit properti,1400,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 375000000 dengan cicilan per bulan sebesar 4750342 dan bunga pertahun sebesar 9%."
Puti Maida Yuliarti,laki-laki,44,Sudah menikah,2,S1,7,18500000,8500000,640000000.0,0.3,150000000,350000000,6,120,3885718,38.86,413000000.0,Sangat Kuat,Sangat Tinggi,Netral,kredit properti,900,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan cicilan per bulan sebesar 3885718 dan bunga pertahun sebesar 6%."
Kariman Kuswoyo,perempuan,36,Belum menikah,0,SMA,9,9500000,4900000,290000000.0,0.2,16000000,64000000,7,48,1532560,33.32,207200000.0,Cukup,Sangat Rendah,Baik,kredit kendaraan bermotor,1100,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 64000000 dengan cicilan per bulan sebesar 1532560 dan bunga pertahun sebesar 7%."
R. Elma Hakim,perempuan,46,Sudah menikah,3,SMA,6,11000000,5100000,150000000.0,0.15,450000,2550000,5,72,41068,0.7,223800000.0,Cukup,Menengah,Sangat Baik,kredit usaha,250,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 2550000 dengan cicilan per bulan sebesar 41068 dan bunga pertahun sebesar 5%."
Tugiman Thamrin,perempuan,25,Belum menikah,0,S1,1,12500000,7300000,660000000.0,0.3,150000000,350000000,10,120,4625276,88.95,279400000.0,Kuat,Sangat Tinggi,Sangat Beresiko,kredit properti,1900,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan cicilan per bulan sebesar 4625276 dan bunga pertahun sebesar 10%."
R.A. Kamaria Farida,perempuan,33,Sudah menikah,3,SMA,5,9000000,2200000,210000000.0,0.3,150000000,350000000,12,120,5021483,73.85,215600000.0,Cukup,Tinggi,Sangat Beresiko,kredit properti,1800,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan cicilan per bulan sebesar 5021483 dan bunga pertahun sebesar 12%."
Ulya Kuswandari,perempuan,40,Belum menikah,0,S2,6,54500000,12700000,980000000.0,0.2,100000000,400000000,4,72,6258073,14.97,1259600000.0,Sangat Kuat,Sangat Tinggi,Sangat Baik,kredit kendaraan bermotor,0,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 400000000 dengan cicilan per bulan sebesar 6258073 dan bunga pertahun sebesar 4%."
"Tgk. Ibrani Riyanti, S.IP",perempuan,41,Belum menikah,0,S1,4,15500000,6100000,300000000.0,0.25,125000000,375000000,10,120,4955653,52.72,332800000.0,Kuat,Tinggi,Beresiko,kredit properti,1250,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 375000000 dengan cicilan per bulan sebesar 4955653 dan bunga pertahun sebesar 10%."
Makuta Halimah,perempuan,31,Belum menikah,0,D4,4,10000000,3500000,610000000.0,0.3,150000000,350000000,10,120,4625276,71.16,263000000.0,Kuat,Sangat Tinggi,Sangat Beresiko,kredit properti,1800,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan cicilan per bulan sebesar 4625276 dan bunga pertahun sebesar 10%."
Darmanto Adriansyah,laki-laki,49,Belum menikah,0,S1,3,5500000,1400000,610000000.0,0.3,150000000,350000000,6,120,3885718,94.77,179200000.0,Cukup,Sangat Tinggi,Sangat Beresiko,kredit properti,1800,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan cicilan per bulan sebesar 3885718 dan bunga pertahun sebesar 6%."
"Ir. Silvia Andriani, S.E.",laki-laki,23,Belum menikah,0,S1,0,19000000,6300000,690000000.0,0.2,60000000,240000000,4,48,5418973,42.67,449400000.0,Sangat Kuat,Sangat Tinggi,Beresiko,kredit kendaraan bermotor,1100,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 240000000 dengan cicilan per bulan sebesar 5418973 dan bunga pertahun sebesar 4%."
Arta Anggraini,laki-laki,28,Sudah menikah,1,D4,4,16500000,9300000,220000000.0,0.2,60000000,240000000,6,48,5636407,78.28,310400000.0,Kuat,Menengah,Sangat Beresiko,kredit kendaraan bermotor,2050,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 240000000 dengan cicilan per bulan sebesar 5636407 dan bunga pertahun sebesar 6%."
Eko Hassanah,perempuan,33,Sudah menikah,1,S1,3,10000000,5000000,600000000.0,0.15,450000,2550000,7,72,43475,0.87,243000000.0,Cukup,Sangat Tinggi,Sangat Baik,kredit usaha,0,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 2550000 dengan cicilan per bulan sebesar 43475 dan bunga pertahun sebesar 7%."
Ir. Caraka Riyanti,laki-laki,33,Sudah menikah,2,S1,3,13000000,3400000,80000000.0,0.2,60000000,240000000,8,48,5859101,61.03,282200000.0,Kuat,Menengah,Sangat Beresiko,kredit kendaraan bermotor,1750,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 240000000 dengan cicilan per bulan sebesar 5859101 dan bunga pertahun sebesar 8%."
Hj. Titi Maryadi,laki-laki,54,Sudah menikah,5,D3,6,7500000,4400000,110000000.0,0.25,20000000,60000000,6,48,1409102,45.45,144200000.0,Lemah,Menengah,Beresiko,kredit kendaraan bermotor,1400,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 60000000 dengan cicilan per bulan sebesar 1409102 dan bunga pertahun sebesar 6%."
Suci Rajasa,laki-laki,38,Belum menikah,0,D4,5,17000000,6100000,630000000.0,0.35,175000000,325000000,10,120,4294899,39.4,402800000.0,Sangat Kuat,Sangat Tinggi,Netral,kredit properti,900,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 325000000 dengan cicilan per bulan sebesar 4294899 dan bunga pertahun sebesar 10%."
Michelle Nashiruddin,laki-laki,33,Sudah menikah,2,SMA,1,4500000,1100000,270000000.0,0.15,52500000,297500000,7,72,5072079,149.18,122800000.0,Lemah,Tinggi,Sangat Beresiko,kredit usaha,1900,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 297500000 dengan cicilan per bulan sebesar 5072079 dan bunga pertahun sebesar 7%."
Cemeti Wijayanti,laki-laki,45,Sudah menikah,5,S3,7,47000000,22200000,370000000.0,0.25,200000000,600000000,9,120,7600546,30.65,905600000.0,Sangat Kuat,Tinggi,Netral,kredit properti,900,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 600000000 dengan cicilan per bulan sebesar 7600546 dan bunga pertahun sebesar 9%."
R.M. Asmuni Rahayu,laki-laki,14,Belum menikah,0,SMA,0,3500000,1300000,180000000.0,0.2,16000000,64000000,4,48,1445059,65.68,86400000.0,Sangat Lemah,Sangat Rendah,Beresiko,kredit kendaraan bermotor,1950,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 64000000 dengan cicilan per bulan sebesar 1445059 dan bunga pertahun sebesar 4%."
Tiara Hidayat,laki-laki,39,Belum menikah,0,D4,7,22000000,8300000,300000000.0,0.2,600000,2400000,10,72,44462,0.32,465400000.0,Sangat Kuat,Tinggi,Sangat Baik,kredit usaha,0,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 2400000 dengan cicilan per bulan sebesar 44462 dan bunga pertahun sebesar 10%."
Tami Jailani,laki-laki,23,Belum menikah,0,S1,0,7000000,2300000,190000000.0,0.2,16000000,64000000,7,48,1532560,32.61,159400000.0,Cukup,Menengah,Baik,kredit kendaraan bermotor,850,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 64000000 dengan cicilan per bulan sebesar 1532560 dan bunga pertahun sebesar 7%."
Kambali Suryono,laki-laki,38,Belum menikah,0,S1,6,28500000,5800000,400000000.0,0.3,240000000,560000000,6,120,6217148,27.39,660400000.0,Sangat Kuat,Tinggi,Netral,kredit properti,800,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 560000000 dengan cicilan per bulan sebesar 6217148 dan bunga pertahun sebesar 6%."
Eman Hutapea,perempuan,23,Belum menikah,0,S1,0,11000000,3000000,720000000.0,0.2,600000,2400000,7,72,40918,0.51,300000000.0,Kuat,Sangat Tinggi,Sangat Baik,kredit usaha,250,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 2400000 dengan cicilan per bulan sebesar 40918 dan bunga pertahun sebesar 7%."
Karen Pradana,perempuan,21,Cerai Mati,3,SMA,1,4500000,1400000,90000000.0,0.2,16000000,64000000,4,48,1445059,46.61,101200000.0,Lemah,Rendah,Beresiko,kredit kendaraan bermotor,1750,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 64000000 dengan cicilan per bulan sebesar 1445059 dan bunga pertahun sebesar 4%."
Karimah Zulaika,perempuan,28,Belum menikah,0,S2,1,16500000,4300000,300000000.0,0.3,150000000,350000000,10,120,4625276,37.91,375400000.0,Sangat Kuat,Tinggi,Netral,kredit properti,1000,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan cicilan per bulan sebesar 4625276 dan bunga pertahun sebesar 10%."
Tirtayasa Samosir,perempuan,28,Belum menikah,0,S2,1,19000000,8400000,750000000.0,0.25,125000000,375000000,11,120,5165625,48.73,431200000.0,Sangat Kuat,Sangat Tinggi,Beresiko,kredit properti,950,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 375000000 dengan cicilan per bulan sebesar 5165625 dan bunga pertahun sebesar 11%."
