debtor_name,debtor_gender,debtor_age,debtor_marital_status,number_of_number_of_dependents,debtor_education_level,employment_year,monthly_income,monthly_expenses,asset_value,down_payment_percentage,paid_down_payment,loan_amount,interest_rate,tenor,monthly_payment,loan_income_expenses_ratio,total_capital,clasify_total_capital,ses,default_risk,loan_purpose,default_score,default_potential,recommendation
"Cemani Rajasa, S.E.",laki-laki,33,Belum menikah,0,S3,2,19000000,8700000,490000000.0,0.15,450000,2550000,10,72,47240.89,0.46,402600000.0,Sangat Kuat,Tinggi,Sangat Baik,kredit usaha,100,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 3000000 dengan bunga sebesar 10% dengan cicilan selama 72 bulan"
"Tedi Kurniawan, S.IP",perempuan,36,Sudah menikah,1,SMA,8,12000000,5600000,80000000.0,0.2,600000,2400000,9,72,43261.29,0.68,236800000.0,Cukup,Menengah,Sangat Baik,kredit usaha,250,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 3000000 dengan bunga sebesar 9% dengan cicilan selama 72 bulan"
Slamet Waluyo,perempuan,12,Belum menikah,0,SMA,0,5500000,3200000,80000000.0,0.15,52500000,297500000,3,72,4520118.56,196.53,101600000.0,Lemah,Sangat Rendah,Sangat Beresiko,kredit usaha,2800,Suspicious,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan bunga sebesar 3% dengan cicilan selama 72 bulan"
Cahyono Susanti,laki-laki,25,Sudah menikah,2,D4,1,13000000,6500000,190000000.0,0.2,60000000,240000000,4,48,5418973.11,83.37,254000000.0,Kuat,Menengah,Sangat Beresiko,kredit kendaraan bermotor,2150,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 300000000 dengan bunga sebesar 4% dengan cicilan selama 48 bulan"
Ganjaran Saragih,perempuan,38,Sudah menikah,4,S1,4,21000000,8800000,100000000.0,0.3,240000000,560000000,7,120,6502074.84,53.3,412400000.0,Sangat Kuat,Menengah,Beresiko,kredit properti,1500,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 800000000 dengan bunga sebesar 7% dengan cicilan selama 120 bulan"
Anom Puspasari,laki-laki,51,Belum menikah,0,SMA,6,13500000,6600000,180000000.0,0.25,125000000,375000000,8,120,4549784.79,65.94,268800000.0,Kuat,Menengah,Sangat Beresiko,kredit properti,1750,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 8% dengan cicilan selama 120 bulan"
Queen Mulyani,perempuan,35,Sudah menikah,3,S1,6,25000000,10700000,210000000.0,0.25,200000000,600000000,8,120,7279655.66,50.91,498600000.0,Sangat Kuat,Menengah,Beresiko,kredit properti,1500,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 800000000 dengan bunga sebesar 8% dengan cicilan selama 120 bulan"
Chelsea Iswahyudi,laki-laki,36,Cerai Hidup,0,SD,1,4000000,1900000,80000000.0,0.2,16000000,64000000,5,48,1473874.79,70.18,82200000.0,Sangat Lemah,Rendah,Sangat Beresiko,kredit kendaraan bermotor,2400,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 80000000 dengan bunga sebesar 5% dengan cicilan selama 48 bulan"
Ulva Sihombing,laki-laki,27,Belum menikah,0,SMA,2,4000000,1200000,290000000.0,0.25,20000000,60000000,11,48,1550731.36,55.38,112600000.0,Lemah,Tinggi,Beresiko,kredit kendaraan bermotor,1050,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 80000000 dengan bunga sebesar 11% dengan cicilan selama 48 bulan"
Kadir Nasyidah,perempuan,16,Sudah menikah,1,SMA,0,5500000,2600000,150000000.0,0.25,125000000,375000000,10,120,4955652.63,170.88,115800000.0,Lemah,Menengah,Sangat Beresiko,kredit properti,2300,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 10% dengan cicilan selama 120 bulan"
Anita Prastuti,laki-laki,28,Belum menikah,0,S1,4,21000000,9000000,550000000.0,0.25,200000000,600000000,11,120,8265000.68,68.88,455000000.0,Sangat Kuat,Sangat Tinggi,Sangat Beresiko,kredit properti,1500,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 800000000 dengan bunga sebesar 11% dengan cicilan selama 120 bulan"
"Sari Situmorang, M.TI.",laki-laki,37,Sudah menikah,5,SMA,8,7000000,2700000,80000000.0,0.15,52500000,297500000,3,72,4520118.56,105.12,151600000.0,Cukup,Rendah,Sangat Beresiko,kredit usaha,2300,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan bunga sebesar 3% dengan cicilan selama 72 bulan"
Luhung Usada,perempuan,32,Sudah menikah,4,S1,4,11500000,4300000,160000000.0,0.2,60000000,240000000,9,48,5972410.17,82.95,244400000.0,Cukup,Menengah,Sangat Beresiko,kredit kendaraan bermotor,2050,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 300000000 dengan bunga sebesar 9% dengan cicilan selama 48 bulan"
Endah Melani,perempuan,24,Belum menikah,0,S1,0,12500000,6200000,110000000.0,0.3,150000000,350000000,7,120,4063796.77,64.5,236600000.0,Cukup,Menengah,Sangat Beresiko,kredit properti,2000,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 7% dengan cicilan selama 120 bulan"
Naradi Narpati,perempuan,34,Sudah menikah,4,D4,4,11500000,6500000,240000000.0,0.3,150000000,350000000,12,120,5021483.19,100.43,226000000.0,Cukup,Menengah,Sangat Beresiko,kredit properti,2050,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 12% dengan cicilan selama 120 bulan"
"Cahyono Kusmawati, M.Farm",laki-laki,33,Cerai Mati,0,S2,6,38500000,16700000,270000000.0,0.2,100000000,400000000,9,72,7210214.87,33.07,756600000.0,Sangat Kuat,Tinggi,Netral,kredit kendaraan bermotor,900,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 9% dengan cicilan selama 72 bulan"
Yani Prastuti,perempuan,29,Belum menikah,0,SMA,4,9500000,5600000,240000000.0,0.15,52500000,297500000,3,72,4520118.56,115.9,188800000.0,Cukup,Sangat Rendah,Sangat Beresiko,kredit usaha,2550,Suspicious,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan bunga sebesar 3% dengan cicilan selama 72 bulan"
Ani Simbolon,laki-laki,40,Sudah menikah,1,S2,5,22000000,10700000,630000000.0,0.25,125000000,375000000,8,72,6574965.23,58.19,467600000.0,Sangat Kuat,Sangat Tinggi,Beresiko,kredit kendaraan bermotor,1250,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 8% dengan cicilan selama 72 bulan"
Drs. Qori Purwanti,laki-laki,32,Sudah menikah,2,S1,5,16000000,6000000,190000000.0,0.3,150000000,350000000,10,120,4625275.79,46.25,336000000.0,Kuat,Menengah,Beresiko,kredit properti,1400,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 10% dengan cicilan selama 120 bulan"
Puti Karen Sirait,laki-laki,57,Sudah menikah,5,S3,6,46000000,25400000,100000000.0,0.2,100000000,400000000,11,72,7613631.6,36.96,815200000.0,Sangat Kuat,Tinggi,Netral,kredit kendaraan bermotor,900,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 11% dengan cicilan selama 72 bulan"
Raden Kuswandari,laki-laki,20,Sudah menikah,5,SMA,0,4500000,1800000,240000000.0,0.25,125000000,375000000,11,120,5165625.42,191.32,110400000.0,Lemah,Tinggi,Sangat Beresiko,kredit properti,2050,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 11% dengan cicilan selama 120 bulan"
Cengkir Safitri,laki-laki,24,Sudah menikah,3,S1,0,18000000,6400000,530000000.0,0.2,60000000,240000000,12,48,6320120.5,54.48,408200000.0,Sangat Kuat,Sangat Tinggi,Beresiko,kredit kendaraan bermotor,1200,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 300000000 dengan bunga sebesar 12% dengan cicilan selama 48 bulan"
Jane Anggriawan,laki-laki,33,Belum menikah,0,SMA,6,14500000,7200000,290000000.0,0.15,450000,2550000,10,72,47240.89,0.65,296600000.0,Kuat,Tinggi,Sangat Baik,kredit usaha,0,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 3000000 dengan bunga sebesar 10% dengan cicilan selama 72 bulan"
Artanto Kuswoyo,perempuan,23,Cerai Hidup,3,S1,0,7000000,3800000,210000000.0,0.25,20000000,60000000,11,48,1550731.36,48.46,143400000.0,Lemah,Menengah,Beresiko,kredit kendaraan bermotor,1350,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 80000000 dengan bunga sebesar 11% dengan cicilan selama 48 bulan"
T. Lulut Budiman,laki-laki,16,Belum menikah,0,SMA,0,4000000,1900000,230000000.0,0.25,125000000,375000000,9,120,4750341.52,226.21,96200000.0,Sangat Lemah,Tinggi,Sangat Beresiko,kredit properti,2050,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 9% dengan cicilan selama 120 bulan"
"Dr. Heru Rajata, M.TI.",laki-laki,39,Belum menikah,0,D4,6,39500000,9800000,380000000.0,0.3,240000000,560000000,7,120,6502074.84,21.89,874400000.0,Sangat Kuat,Tinggi,Netral,kredit properti,800,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 800000000 dengan bunga sebesar 7% dengan cicilan selama 120 bulan"
Ridwan Pertiwi,perempuan,29,Sudah menikah,5,D4,5,13000000,4700000,320000000.0,0.2,60000000,240000000,8,48,5859101.36,70.59,292600000.0,Kuat,Tinggi,Sangat Beresiko,kredit kendaraan bermotor,1800,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 300000000 dengan bunga sebesar 8% dengan cicilan selama 48 bulan"
Ifa Sihombing,laki-laki,14,Sudah menikah,5,SMA,0,6000000,1200000,100000000.0,0.2,70000000,280000000,10,72,5187234.58,108.07,139600000.0,Lemah,Menengah,Sangat Beresiko,kredit usaha,2300,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan bunga sebesar 10% dengan cicilan selama 72 bulan"
"Atmaja Usamah, M.Farm",perempuan,48,Cerai Mati,0,SMA,5,8500000,2700000,210000000.0,0.3,150000000,350000000,10,120,4625275.79,79.75,197600000.0,Cukup,Tinggi,Sangat Beresiko,kredit properti,1800,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 10% dengan cicilan selama 120 bulan"
"Tania Latupono, S.E.I",perempuan,37,Cerai Hidup,2,D3,5,5000000,1600000,120000000.0,0.2,70000000,280000000,10,72,5187234.58,152.57,117800000.0,Lemah,Menengah,Sangat Beresiko,kredit usaha,2050,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan bunga sebesar 10% dengan cicilan selama 72 bulan"
Reksa Mandasari,perempuan,33,Belum menikah,0,S2,3,11000000,5800000,390000000.0,0.25,125000000,375000000,7,120,4354067.97,83.73,236400000.0,Cukup,Tinggi,Sangat Beresiko,kredit properti,1800,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 7% dengan cicilan selama 120 bulan"
Tasnim Gunarto,laki-laki,45,Sudah menikah,2,SMA,9,14000000,4600000,200000000.0,0.25,125000000,375000000,7,120,4354067.97,46.32,309800000.0,Kuat,Tinggi,Beresiko,kredit properti,1150,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 7% dengan cicilan selama 120 bulan"
Warta Nurdiyanti,perempuan,43,Belum menikah,0,S3,8,48000000,24900000,760000000.0,0.2,100000000,400000000,4,72,6258073.23,27.09,937200000.0,Sangat Kuat,Sangat Tinggi,Netral,kredit kendaraan bermotor,800,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 4% dengan cicilan selama 72 bulan"
Gandi Mardhiyah,perempuan,38,Belum menikah,0,SD,3,3000000,800000,250000000.0,0.2,16000000,64000000,4,48,1445059.5,65.68,90400000.0,Sangat Lemah,Sangat Rendah,Beresiko,kredit kendaraan bermotor,1700,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 80000000 dengan bunga sebesar 4% dengan cicilan selama 48 bulan"
Rina Sirait,laki-laki,39,Sudah menikah,1,S1,5,10500000,4800000,450000000.0,0.3,150000000,350000000,10,120,4625275.79,81.15,244400000.0,Cukup,Tinggi,Sangat Beresiko,kredit properti,1800,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 10% dengan cicilan selama 120 bulan"
Okto Santoso,laki-laki,52,Sudah menikah,3,SMA,4,5000000,2900000,100000000.0,0.25,125000000,375000000,7,120,4354067.97,207.34,99200000.0,Sangat Lemah,Sangat Rendah,Sangat Beresiko,kredit properti,2550,Suspicious,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 7% dengan cicilan selama 120 bulan"
Yono Firmansyah,laki-laki,35,Sudah menikah,1,S2,3,18000000,7800000,510000000.0,0.15,450000,2550000,3,72,38743.87,0.38,392400000.0,Sangat Kuat,Sangat Tinggi,Sangat Baik,kredit usaha,0,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 3000000 dengan bunga sebesar 3% dengan cicilan selama 72 bulan"
Natalia Pranowo,perempuan,10,Sudah menikah,4,SMA,0,3000000,1200000,260000000.0,0.2,70000000,280000000,7,72,4773721.81,265.21,83600000.0,Sangat Lemah,Sangat Rendah,Sangat Beresiko,kredit usaha,2800,Suspicious,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan bunga sebesar 7% dengan cicilan selama 72 bulan"
Jaga Lazuardi,laki-laki,33,Cerai Mati,0,D4,2,6500000,3000000,200000000.0,0.15,52500000,297500000,10,72,5511436.74,157.47,142000000.0,Lemah,Menengah,Sangat Beresiko,kredit usaha,2150,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan bunga sebesar 10% dengan cicilan selama 72 bulan"
drg. Aslijan Hidayanto,perempuan,22,Sudah menikah,1,SMA,2,4000000,1200000,140000000.0,0.3,150000000,350000000,9,120,4433652.08,158.34,97600000.0,Sangat Lemah,Menengah,Sangat Beresiko,kredit properti,2150,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 9% dengan cicilan selama 120 bulan"
"Heryanto Suwarno, M.Ak",laki-laki,5,Sudah menikah,1,SMA,0,3000000,700000,240000000.0,0.25,125000000,375000000,8,120,4549784.79,197.82,87600000.0,Sangat Lemah,Sangat Rendah,Sangat Beresiko,kredit properti,2800,Suspicious,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 8% dengan cicilan selama 120 bulan"
Kajen Laksita,laki-laki,47,Sudah menikah,2,D4,3,12500000,3100000,660000000.0,0.2,60000000,240000000,10,48,6087020.02,64.76,331800000.0,Kuat,Sangat Tinggi,Beresiko,kredit kendaraan bermotor,950,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 300000000 dengan bunga sebesar 10% dengan cicilan selama 48 bulan"
Galuh Mansur,perempuan,28,Belum menikah,0,SMA,7,7000000,1600000,230000000.0,0.3,150000000,350000000,10,120,4625275.79,85.65,178800000.0,Cukup,Tinggi,Sangat Beresiko,kredit properti,1800,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 10% dengan cicilan selama 120 bulan"
Dr. Hamima Mulyani,perempuan,37,Sudah menikah,4,S1,6,29500000,10000000,90000000.0,0.15,450000,2550000,5,72,41067.58,0.21,603000000.0,Sangat Kuat,Tinggi,Sangat Baik,kredit usaha,0,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 3000000 dengan bunga sebesar 5% dengan cicilan selama 72 bulan"
"R. Carla Mulyani, S.Sos",laki-laki,37,Sudah menikah,3,SMA,7,6500000,1900000,300000000.0,0.2,16000000,64000000,11,48,1654113.45,35.96,170200000.0,Cukup,Tinggi,Baik,kredit kendaraan bermotor,350,Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 80000000 dengan bunga sebesar 11% dengan cicilan selama 48 bulan"
"Tgk. Gina Halimah, S.Sos",perempuan,44,Belum menikah,0,D4,3,19000000,10700000,620000000.0,0.2,60000000,240000000,10,48,6087020.02,73.34,392600000.0,Sangat Kuat,Sangat Tinggi,Beresiko,kredit kendaraan bermotor,1250,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 300000000 dengan bunga sebesar 10% dengan cicilan selama 48 bulan"
R. Zelaya Mustofa,laki-laki,33,Belum menikah,0,S1,3,15000000,5900000,100000000.0,0.25,125000000,375000000,6,120,4163268.82,45.75,302200000.0,Kuat,Menengah,Beresiko,kredit properti,1400,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 6% dengan cicilan selama 120 bulan"
Wasis Haryanti,laki-laki,22,Sudah menikah,3,SMA,2,3000000,1600000,100000000.0,0.15,52500000,297500000,5,72,4791217.47,342.23,64800000.0,Sangat Lemah,Sangat Rendah,Sangat Beresiko,kredit usaha,2650,Suspicious,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan bunga sebesar 5% dengan cicilan selama 72 bulan"
Tgk. Omar Utama,perempuan,33,Belum menikah,0,S1,6,28000000,16200000,640000000.0,0.2,100000000,400000000,5,72,6441973.06,54.59,547600000.0,Sangat Kuat,Sangat Tinggi,Beresiko,kredit kendaraan bermotor,1250,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 5% dengan cicilan selama 72 bulan"
"Lintang Farida, S.E.",perempuan,47,Sudah menikah,5,S3,9,28500000,9400000,800000000.0,0.25,200000000,600000000,9,120,7600546.43,39.79,660200000.0,Sangat Kuat,Sangat Tinggi,Netral,kredit properti,900,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 800000000 dengan bunga sebesar 9% dengan cicilan selama 120 bulan"
Asmadi Puspita,laki-laki,58,Belum menikah,0,S1,7,17000000,6700000,260000000.0,0.25,125000000,375000000,6,120,4163268.82,40.42,360600000.0,Sangat Kuat,Menengah,Beresiko,kredit properti,1400,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 6% dengan cicilan selama 120 bulan"
Kasiyah Mustofa,perempuan,24,Belum menikah,0,D4,0,20000000,8700000,80000000.0,0.25,750000,2250000,9,72,40557.46,0.36,383600000.0,Sangat Kuat,Tinggi,Sangat Baik,kredit usaha,250,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 3000000 dengan bunga sebesar 9% dengan cicilan selama 72 bulan"
