collector_name,collector_address,collector_number,collector_nik,collector_zip,collector_rt,collector_rw,collector_birth_place,collector_age,collector_marital_status,collector_gender,collector_location,collector_vehicle,collector_id,collector_location_coord,workload_score
Alexander Rogers,"Jl. Kapten Muslihat No. 146
Samarinda, DI Yogyakarta 67027",+62 (911) 686-7059,1091626090033196,67027,2,18,"Nusa Tenggara Barat, 17-08-1964",59,Menikah,laki-laki,Samarinda,Tidak Punya,C0878,-0.5017804:117.1393089,609.4970248157333
Natalie Sexton,"Gang Rawamangun No. 2
Subulussalam, ST 17180",+62 (042) 293-5011,1052362631069319,17180,3,1,"Jawa Timur, 16-10-1991",32,Menikah,perempuan,Samarinda,Tidak Punya,C0879,-0.5017804:117.1393089,564.6224846169644
Jeffrey Morton,"Jl. Laswi No. 501
Gorontalo, DI Yogyakarta 20175",+62 (535) 235-3850,2031703475304628,20175,3,10,"Jawa Tengah, 10-06-1962",61,Menikah,laki-laki,Jakarta,Punya,C0880,-6.175247:106.8270488,440.8621526111383
Jane Anderson,"Gg. Ir. H. Djuanda No. 54
Prabumulih, JB 84781",+62-76-832-3932,2337828104146514,84781,18,13,"Sulawesi Barat, 04-02-1993",30,Menikah,laki-laki,Tangerang,Punya,C0881,-6.1761924:106.6382161,448.818428675062
Kevin Armstrong,"Jl. Pacuan Kuda No. 3
Cimahi, Sulawesi Tenggara 99932",+62 (834) 531 7092,6789846235102909,99932,20,20,"Maluku Utara, 09-07-1995",28,Belum menikah,laki-laki,Malang,Punya,C0882,-7.9771206:112.6340291,366.2663919707411
Jennifer Flores,"Gang Gedebage Selatan No. 75
Madiun, SU 36761",+62 (488) 226-2702,7020433648537218,36761,19,9,"Jambi, 27-02-1969",54,Cerai mati,perempuan,Samarinda,Punya,C0883,-0.5017804:117.1393089,335.0502308672585
John Lopez,"Jl. H.J Maemunah No. 75
Denpasar, MA 00837",+62 (83) 812-6036,4438212840330635,837,18,9,"Kalimantan Tengah, 02-06-1961",62,Cerai mati,laki-laki,Bogor,Punya,C0884,-6.5962986:106.7972421,585.4395882390963
Nicole Russell,"Jl. Asia Afrika No. 82
Sungai Penuh, MA 71965",+62 (0624) 934 4388,6246028896163867,71965,14,19,"Kalimantan Selatan, 21-11-1987",36,Cerai mati,perempuan,Jakarta,Punya,C0885,-6.175247:106.8270488,350.25974640689674
Victoria Hardy,"Jl. Gardujati No. 187
Bau-Bau, Jambi 30323",+62 (48) 922 2098,5358817538484502,30323,14,8,"Lampung, 09-02-1999",24,Menikah,laki-laki,Pekanbaru,Punya,C0886,0.5262455:101.4515727,325.43314653629204
Dr. Kimberly Schmidt,"Gang Indragiri No. 7
Purwokerto, SS 80177",+62 (61) 637-5450,3355387850733540,80177,8,6,"Gorontalo, 10-02-2000",23,Cerai hidup,laki-laki,Samarinda,Punya,C0887,-0.5017804:117.1393089,747.0299218916916
Paul Cross,"Jalan Gedebage Selatan No. 215
Malang, JI 06868",+62 (914) 976-9747,3230185155520457,6868,1,16,"Maluku, 25-06-1968",55,Cerai mati,laki-laki,Pekanbaru,Punya,C0888,0.5262455:101.4515727,600.2889113106648
John Craig,"Jl. W.R. Supratman No. 8
Probolinggo, Kalimantan Selatan 89315",+62 (0800) 371-9846,4200567724724164,89315,4,1,"Jambi, 04-07-1981",42,Cerai mati,laki-laki,Yogyakarta,Punya,C0889,-7.9778383999999996:110.36722565020224,531.3648127846827
Andrew Marks,"Jalan Waringin No. 41
Bogor, KB 34559",+62 (96) 920-6492,3437288461460260,34559,2,20,"Riau, 25-07-1972",51,Cerai mati,perempuan,Samarinda,Punya,C0890,-0.5017804:117.1393089,349.8627867786854
Kathy Riggs,"Jalan Sukajadi No. 341
Tangerang Selatan, KR 93126",+62 (237) 693-9877,2134808066054344,93126,15,4,"Kalimantan Barat, 23-06-1970",53,Belum menikah,perempuan,Samarinda,Punya,C0891,-0.5017804:117.1393089,579.0610237153596
Troy Cole,"Jl. Veteran No. 568
Balikpapan, MA 21406",+62 (684) 479 9798,1466534685678458,21406,20,15,"Jawa Timur, 28-09-1960",63,Cerai hidup,perempuan,Depok,Punya,C0892,-6.40719:106.8158371,500.5846770537028
Kelly Schroeder,"Gg. Astana Anyar No. 464
Pekalongan, MA 30197",+62-406-865-1716,6502947364183911,30197,11,14,"Jawa Barat, 21-10-1964",59,Cerai mati,laki-laki,Bekasi,Punya,C0893,-6.2349858:106.9945444,708.4481178383285
Jessica Potts,"Gg. Antapani Lama No. 97
Gorontalo, Kalimantan Timur 06955",+62 (070) 960 6202,6709723002720900,6955,19,4,"Kepulauan Bangka Belitung, 14-12-1981",42,Cerai mati,perempuan,Surabaya,Tidak Punya,C0894,-7.2459717:112.7378266,744.1859402569535
Teresa Allen,"Gg. Sentot Alibasa No. 9
Pasuruan, BB 67950",+62 (73) 016-4950,4623158458748359,67950,17,8,"Sulawesi Barat, 21-11-1961",62,Belum menikah,perempuan,Jakarta,Punya,C0895,-6.175247:106.8270488,524.784670060064
Mark Esparza,"Gang Raya Setiabudhi No. 274
Bandar Lampung, Banten 59150",+62-039-461-5289,1153744897458809,59150,8,18,"Jambi, 16-09-1970",53,Cerai mati,laki-laki,Mataram,Punya,C0896,-8.5837726:116.10685,412.96526771131903
Linda Harris,"Gang Gedebage Selatan No. 609
Palu, Kepulauan Riau 93728",+62-323-780-3213,9370836692115875,93728,4,14,"Aceh, 01-12-1993",30,Belum menikah,perempuan,Samarinda,Punya,C0897,-0.5017804:117.1393089,480.04423042645794
Rebecca Edwards,"Gang Sukajadi No. 0
Ternate, Sulawesi Barat 86310",+62 (114) 783 2949,4765730896039363,86310,16,2,"Kalimantan Selatan, 03-11-1962",61,Belum menikah,perempuan,Pekanbaru,Punya,C0898,0.5262455:101.4515727,652.5912502193532
Spencer Waters,"Gg. Dr. Djunjunan No. 247
Sungai Penuh, SB 49586",+62 (40) 901-5829,1442721554633323,49586,9,13,"Sumatera Barat, 09-12-1973",50,Cerai hidup,perempuan,Tangerang,Tidak Punya,C0899,-6.1761924:106.6382161,763.940010395745
Kelly Sanford,"Gang Moch. Toha No. 958
Mataram, SG 32543",+62-65-356-1662,5219075180733912,32543,16,11,"Maluku Utara, 05-06-1972",51,Cerai mati,perempuan,Tangerang,Punya,C0900,-6.1761924:106.6382161,442.7509917878488
Dakota Swanson,"Jalan Dr. Djunjunan No. 874
Kota Administrasi Jakarta Timur, BT 14057",+62-0983-096-1859,8141806315630536,14057,9,10,"Sulawesi Barat, 03-01-1999",24,Belum menikah,laki-laki,Samarinda,Punya,C0901,-0.5017804:117.1393089,612.6476873021165
Karen Turner,"Jalan Suryakencana No. 811
Magelang, Kepulauan Bangka Belitung 26126",+62 (45) 169-5202,9615512157534326,26126,2,7,"Kalimantan Utara, 01-09-1996",27,Menikah,laki-laki,Pekanbaru,Punya,C0902,0.5262455:101.4515727,319.1370041423652
Chad Ramirez,"Jalan Ciumbuleuit No. 01
Serang, KT 09692",+62 (031) 554 7552,6704987092250487,9692,15,8,"Sumatera Selatan, 15-02-1988",35,Belum menikah,laki-laki,Balikpapan,Punya,C0903,-1.2398711:116.8593379,280.4686540248804
Jesus Moran,"Gang KH Amin Jasuta No. 898
Medan, AC 06862",+62 (0120) 097 0679,2044932481082596,6862,17,18,"Bengkulu, 02-10-1964",59,Cerai hidup,perempuan,Batam,Punya,C0904,1.1030815:104.0383696,299.9071202230698
Nicholas Murray,"Gang Surapati No. 066
Kota Administrasi Jakarta Barat, BE 63775",+62-022-935-0546,2223595065214627,63775,5,8,"DKI Jakarta, 21-03-1984",39,Cerai hidup,perempuan,Jakarta,Punya,C0905,-6.175247:106.8270488,534.9844384327298
Jose Walker,"Gang Moch. Toha No. 263
Surabaya, Sulawesi Selatan 83839",+62 (0928) 361 9645,7195082104459686,83839,8,2,"Kalimantan Barat, 28-07-1978",45,Cerai mati,perempuan,Manado,Tidak Punya,C0906,1.4900578:124.8408708,621.5649735754414
Marisa Garner,"Jl. Stasiun Wonokromo No. 130
Pekanbaru, JB 99700",+62-571-544-4292,9030316479554313,99700,10,8,"Jawa Tengah, 12-05-1985",38,Cerai hidup,laki-laki,Depok,Punya,C0907,-6.40719:106.8158371,696.3284059363941
Christopher Williams,"Jl. Rumah Sakit No. 61
Tangerang Selatan, Sulawesi Selatan 99100",+62-063-700-0237,9658843622144267,99100,6,2,"Maluku, 15-01-1964",59,Belum menikah,perempuan,Depok,Punya,C0908,-6.40719:106.8158371,203.61813776605413
Elizabeth Lopez,"Jalan Sukajadi No. 4
Lubuklinggau, Aceh 94135",+62-0604-230-4624,9415216677466029,94135,3,3,"Jawa Barat, 17-10-1993",30,Cerai mati,laki-laki,Balikpapan,Punya,C0909,-1.2398711:116.8593379,330.0468630596879
Rachel Gill,"Jalan Moch. Ramdan No. 9
Tebingtinggi, BT 51922",+62-919-678-0703,4752961379709547,51922,19,9,"Kalimantan Selatan, 01-09-1963",60,Cerai hidup,laki-laki,Pekanbaru,Punya,C0910,0.5262455:101.4515727,381.9801590649295
Tiffany Gonzalez,"Jalan Sentot Alibasa No. 29
Kota Administrasi Jakarta Utara, JA 05090",+62 (39) 713 6074,8790370912640254,5090,9,4,"Kalimantan Utara, 05-10-1975",48,Cerai mati,laki-laki,Malang,Punya,C0911,-7.9771206:112.6340291,286.1150623592548
Courtney Torres DVM,"Jalan Medokan Ayu No. 96
Tebingtinggi, Lampung 70702",+62-0918-265-7298,2263372914689120,70702,6,12,"Lampung, 26-07-1992",31,Cerai hidup,perempuan,Makassar,Punya,C0912,-5.1342962:119.4124282,65.65551927741035
Benjamin Romero,"Jl. Pasirkoja No. 5
Ternate, Gorontalo 90158",+62 (427) 205-4496,8649345709338449,90158,15,2,"Maluku Utara, 16-05-1987",36,Belum menikah,laki-laki,Bandung,Tidak Punya,C0913,-6.9215529:107.6110212,371.3257524914516
Brian Liu,"Gang Peta No. 4
Kotamobagu, GO 41039",+62-269-754-8726,2127950503550953,41039,4,17,"Kalimantan Barat, 23-04-1964",59,Cerai hidup,laki-laki,Balikpapan,Punya,C0914,-1.2398711:116.8593379,138.512263580109
Michael Moore,"Jalan R.E Martadinata No. 0
Tarakan, PB 61789",+62 (02) 032-9855,3772293183165573,61789,16,19,"Sulawesi Tenggara, 23-06-1973",50,Menikah,perempuan,Tangerang,Punya,C0915,-6.1761924:106.6382161,271.59567826465354
Steven Baker,"Jl. Laswi No. 33
Banjar, AC 61974",+62-0682-184-8170,1217252458166929,61974,20,3,"Sumatera Barat, 03-10-1977",46,Cerai hidup,perempuan,Yogyakarta,Punya,C0916,-7.9778383999999996:110.36722565020224,748.8156229487504
Dustin Cruz,"Gg. Rawamangun No. 482
Magelang, AC 61841",+62 (832) 058-9071,7958516973008885,61841,17,7,"DI Yogyakarta, 22-03-1968",55,Menikah,laki-laki,Surabaya,Tidak Punya,C0917,-7.2459717:112.7378266,105.65783048796584
Nicole Franklin,"Jalan Tebet Barat Dalam No. 87
Samarinda, Aceh 04320",+62 (712) 239-7441,3665277248342980,4320,14,10,"Papua, 30-08-1962",61,Cerai mati,laki-laki,Yogyakarta,Punya,C0918,-7.9778383999999996:110.36722565020224,685.701983066072
Craig Garrett,"Jl. Cihampelas No. 18
Tegal, PB 27363",+62-0596-176-2908,9191725007380102,27363,15,7,"Kalimantan Barat, 26-04-1987",36,Cerai mati,laki-laki,Pontianak,Punya,C0919,-0.0226903:109.3447488,635.3719815026852
Daniel Brown,"Jl. Kendalsari No. 48
Kotamobagu, Nusa Tenggara Barat 44233",+62 (28) 008-1558,9054866148139667,44233,2,5,"Sumatera Utara, 25-02-1967",56,Belum menikah,perempuan,Bekasi,Punya,C0920,-6.2349858:106.9945444,538.7949585587485
Daniel Nelson,"Jalan Cikutra Timur No. 835
Ternate, Papua 06630",+62 (69) 741 6071,7578716980027290,6630,9,12,"Papua Barat, 14-07-1976",47,Belum menikah,laki-laki,Depok,Punya,C0921,-6.40719:106.8158371,387.1095476753835
Kevin Holmes,"Jalan Jamika No. 5
Kota Administrasi Jakarta Barat, Kalimantan Utara 47593",+62 (803) 925-6577,5380353538680000,47593,5,16,"Jambi, 05-08-1966",57,Cerai mati,laki-laki,Medan,Punya,C0922,3.5896654:98.6738261,215.61815259460127
Erika Smith,"Gg. Lembong No. 332
Pontianak, JI 95880",+62 (017) 872-4303,9538420987952640,95880,12,6,"Kepulauan Bangka Belitung, 05-10-1978",45,Belum menikah,laki-laki,Mataram,Punya,C0923,-8.5837726:116.10685,346.2218152828573
Megan Lopez,"Jalan Lembong No. 136
Tanjungpinang, Kepulauan Bangka Belitung 77191",+62-32-655-8543,2413894495671365,77191,9,16,"Papua, 15-03-1973",50,Menikah,laki-laki,Surabaya,Tidak Punya,C0924,-7.2459717:112.7378266,489.3692675052735
Michelle Lewis,"Jalan KH Amin Jasuta No. 36
Metro, Sumatera Utara 61407",+62-02-933-3398,2606724437665552,61407,7,5,"Sulawesi Tengah, 19-03-1963",60,Menikah,laki-laki,Mataram,Punya,C0925,-8.5837726:116.10685,387.4701400298218
Samuel White,"Gg. S. Parman No. 716
Tasikmalaya, Bengkulu 76074",+62-0539-555-8301,4157457901051535,76074,4,5,"Nusa Tenggara Barat, 30-04-1966",57,Cerai mati,perempuan,Mataram,Punya,C0926,-8.5837726:116.10685,382.8685581420723
Jessica Walker,"Gg. Gardujati No. 5
Dumai, Sulawesi Tengah 57811",+62-555-800-8580,3436743426213603,57811,20,13,"Bengkulu, 10-07-1978",45,Cerai mati,laki-laki,Yogyakarta,Punya,C0927,-7.9778383999999996:110.36722565020224,295.1990387737169
Jacqueline Smith,"Gang Setiabudhi No. 9
Mataram, Sulawesi Tenggara 49853",+62 (028) 601-8270,9515260337949412,49853,3,4,"Sulawesi Selatan, 09-01-1967",56,Belum menikah,perempuan,Samarinda,Punya,C0928,-0.5017804:117.1393089,386.97833594854455
Christopher Rivera,"Gg. Erlangga No. 228
Pontianak, SB 71008",+62-0520-357-9822,2610077911395241,71008,10,10,"Bali, 29-12-1974",49,Menikah,perempuan,Bekasi,Punya,C0929,-6.2349858:106.9945444,604.3785421384673
Brian Lee,"Gang Cikutra Barat No. 299
Tidore Kepulauan, PA 13914",+62-0196-845-6286,3747244974785077,13914,3,7,"Maluku Utara, 27-04-1994",29,Belum menikah,perempuan,Depok,Punya,C0930,-6.40719:106.8158371,288.5948887655104
Juan Clarke,"Jl. Dipatiukur No. 400
Lubuklinggau, PA 72357",+62 (77) 485-6159,3552794987110766,72357,15,8,"Jawa Tengah, 17-08-1979",44,Cerai mati,perempuan,Depok,Punya,C0931,-6.40719:106.8158371,671.2458430538245
Vincent Young,"Jl. BKR No. 3
Banjar, Kepulauan Bangka Belitung 23567",+62-0564-071-1581,1779271692874954,23567,7,5,"Sulawesi Tengah, 11-09-1975",48,Menikah,laki-laki,Pekanbaru,Tidak Punya,C0932,0.5262455:101.4515727,125.6519738934294
David Gonzalez,"Gg. Pacuan Kuda No. 529
Bitung, NB 82904",+62 (0319) 604-9143,8640752313369437,82904,3,20,"Sulawesi Selatan, 30-03-1977",46,Belum menikah,perempuan,Batam,Punya,C0933,1.1030815:104.0383696,530.9153270653333
Andrew Hall,"Jalan Astana Anyar No. 0
Batu, Jawa Barat 68856",+62 (092) 325 6430,7934382567103867,68856,18,3,"Lampung, 13-10-1975",48,Belum menikah,laki-laki,Bandung,Punya,C0934,-6.9215529:107.6110212,631.4060879880853
William Cunningham,"Gg. M.T Haryono No. 38
Binjai, Sumatera Selatan 90644",+62-22-736-9886,4713456832882790,90644,2,7,"Kalimantan Utara, 05-05-1969",54,Cerai hidup,laki-laki,Bogor,Punya,C0935,-6.5962986:106.7972421,615.486255942058
Tony Thompson,"Gang Indragiri No. 25
Palembang, Sulawesi Tengah 30275",+62 (082) 524 6926,4759450917447450,30275,3,13,"Papua, 30-12-1970",53,Cerai mati,laki-laki,Bogor,Punya,C0936,-6.5962986:106.7972421,504.0451870847901
Kristin Baker,"Gg. Cihampelas No. 4
Tanjungbalai, NB 38779",+62-520-247-3024,7171628226639487,38779,17,17,"Kalimantan Selatan, 31-03-1991",32,Belum menikah,perempuan,Yogyakarta,Punya,C0937,-7.9778383999999996:110.36722565020224,352.04600285127526
Nicole Baker,"Jalan Stasiun Wonokromo No. 26
Sibolga, PA 68012",+62-0495-618-4848,3892924340462206,68012,14,18,"Jawa Barat, 31-10-1972",51,Belum menikah,perempuan,Makassar,Punya,C0938,-5.1342962:119.4124282,755.7425918164081
Christopher Barron,"Jl. S. Parman No. 237
Palopo, SG 29454",+62-228-254-8548,1522809286893098,29454,14,8,"Bali, 13-05-1996",27,Cerai hidup,laki-laki,Depok,Punya,C0939,-6.40719:106.8158371,511.49432447197614
Kevin Smith,"Jl. Cihampelas No. 9
Surabaya, Kepulauan Riau 63871",+62 (88) 119 0810,4936961000709781,63871,13,16,"Sulawesi Utara, 25-03-1985",38,Belum menikah,laki-laki,Palembang,Punya,C0940,-2.9888243:104.7568507,689.8209717372374
Dr. Marissa Cohen MD,"Gg. Kutisari Selatan No. 448
Bogor, SU 49684",+62-988-799-5554,3729181562613226,49684,11,16,"DI Yogyakarta, 29-09-1992",31,Cerai mati,perempuan,Balikpapan,Punya,C0941,-1.2398711:116.8593379,370.80660983989947
Kathleen Price,"Gang Erlangga No. 63
Jambi, BB 42219",+62-043-599-3694,9743152394171392,42219,19,6,"Riau, 27-08-1995",28,Cerai hidup,laki-laki,Pekanbaru,Punya,C0942,0.5262455:101.4515727,323.76103419071296
Erica Poole,"Jl. Kendalsari No. 08
Kota Administrasi Jakarta Timur, AC 55459",+62 (058) 354 6334,7704272112758097,55459,20,15,"Lampung, 20-10-1994",29,Belum menikah,perempuan,Bogor,Punya,C0943,-6.5962986:106.7972421,146.80156597978203
Patrick Adams,"Jl. Kebonjati No. 5
Pagaralam, Sumatera Barat 99797",+62-28-152-9139,3155385530037917,99797,2,10,"Kalimantan Barat, 07-09-1970",53,Cerai mati,laki-laki,Semarang,Punya,C0944,-6.9903988:110.4229104,768.8409486043965
Joseph Brown,"Jl. Pelajar Pejuang No. 3
Bima, Nusa Tenggara Timur 79763",+62 (025) 709-4331,2839636501129016,79763,8,15,"Maluku Utara, 08-02-1969",54,Menikah,perempuan,Semarang,Punya,C0945,-6.9903988:110.4229104,452.1700701581431
Monique Cordova,"Jalan KH Amin Jasuta No. 707
Salatiga, Kepulauan Riau 00355",+62-62-516-3525,4039057628594930,355,2,10,"Bengkulu, 14-03-1979",44,Cerai hidup,perempuan,Makassar,Punya,C0946,-5.1342962:119.4124282,214.20095163508088
Michael Lewis,"Gang Ciwastra No. 862
Blitar, LA 83781",+62 (049) 467 0765,7694640397380414,83781,10,20,"Bengkulu, 20-07-1963",60,Cerai mati,perempuan,Manado,Punya,C0947,1.4900578:124.8408708,447.5334835543763
Michael Alvarez,"Jalan Cempaka No. 01
Batu, Sulawesi Tengah 82952",+62-0920-676-1479,8612199701952301,82952,11,20,"Papua Barat, 19-03-1964",59,Belum menikah,laki-laki,Jakarta,Punya,C0948,-6.175247:106.8270488,550.3426187129226
Rebecca Mckinney,"Gang Pelajar Pejuang No. 6
Palangkaraya, Jawa Tengah 91367",+62 (0362) 902-4607,4025487383818332,91367,18,4,"Sulawesi Tenggara, 13-08-1987",36,Menikah,perempuan,Samarinda,Punya,C0949,-0.5017804:117.1393089,325.68076818739064
Justin Ortiz,"Gg. Peta No. 514
Banda Aceh, Sumatera Selatan 81213",+62 (0085) 898 0897,9195650294683927,81213,2,16,"Sulawesi Tengah, 04-05-1995",28,Belum menikah,laki-laki,Yogyakarta,Punya,C0950,-7.9778383999999996:110.36722565020224,771.791163938964
Sean Contreras,"Jalan Surapati No. 6
Pematangsiantar, BT 64485",+62-02-670-0676,9306807103177798,64485,4,6,"Sulawesi Tenggara, 22-01-1971",52,Menikah,perempuan,Tangerang,Punya,C0951,-6.1761924:106.6382161,558.2149099308881
Tiffany Moore,"Jalan Rajawali Barat No. 3
Padang Sidempuan, KR 62846",+62 (083) 309 6876,8558009494373481,62846,13,20,"Kalimantan Selatan, 24-11-2000",23,Cerai mati,perempuan,Malang,Punya,C0952,-7.9771206:112.6340291,236.4363366971084
Steve Olson,"Gang Ahmad Dahlan No. 986
Kupang, GO 16709",+62-058-266-8815,6281126497281224,16709,16,15,"Sulawesi Tenggara, 04-10-1995",28,Cerai hidup,perempuan,Bogor,Tidak Punya,C0953,-6.5962986:106.7972421,506.6057909595838
Amy Chase,"Gang Yos Sudarso No. 2
Sukabumi, KR 87215",+62 (0312) 328-1910,1051545011760487,87215,12,2,"Kepulauan Riau, 23-09-1986",37,Menikah,perempuan,Samarinda,Punya,C0954,-0.5017804:117.1393089,716.3829183204507
Steven Gilbert,"Jalan Pacuan Kuda No. 58
Palangkaraya, Kalimantan Selatan 71306",+62 (000) 361 4025,8232369167105059,71306,8,7,"Kalimantan Tengah, 11-08-1961",62,Cerai mati,laki-laki,Manado,Punya,C0955,1.4900578:124.8408708,182.63931529628465
Christine Lambert,"Gang BKR No. 294
Cilegon, SN 70043",+62 (081) 866-4300,7227333546521638,70043,4,10,"Maluku, 09-01-1977",46,Cerai mati,perempuan,Balikpapan,Tidak Punya,C0956,-1.2398711:116.8593379,338.462075844669
Megan Martin,"Gg. Sadang Serang No. 147
Tanjungbalai, DI Yogyakarta 72472",+62-025-622-0335,3297734836382173,72472,9,8,"Kepulauan Bangka Belitung, 21-04-1972",51,Belum menikah,laki-laki,Pekanbaru,Punya,C0957,0.5262455:101.4515727,576.2581859936181
Karen Flynn,"Gg. Pasteur No. 9
Cirebon, KI 05982",+62 (263) 551 1063,9476226591910512,5982,19,15,"Papua, 02-06-1973",50,Menikah,perempuan,Bekasi,Tidak Punya,C0958,-6.2349858:106.9945444,111.7803266865376
Jermaine Cummings,"Jalan Merdeka No. 045
Pagaralam, JB 14697",+62 (024) 164-5191,4324626348641782,14697,12,17,"Kepulauan Bangka Belitung, 05-09-1984",39,Cerai hidup,perempuan,Jakarta,Punya,C0959,-6.175247:106.8270488,616.0511330256413
Haley Wilson,"Gg. Kutai No. 066
Makassar, ST 25051",+62-033-824-4420,9224017734975912,25051,9,4,"Sulawesi Barat, 20-11-1972",51,Menikah,laki-laki,Bekasi,Punya,C0960,-6.2349858:106.9945444,505.01674026533146
Bryan Reed,"Gg. M.T Haryono No. 77
Pontianak, Sulawesi Barat 59484",+62-621-810-6365,1217119720823597,59484,6,14,"Jawa Tengah, 21-11-1974",49,Menikah,laki-laki,Manado,Punya,C0961,1.4900578:124.8408708,372.34304024797166
Danny Smith,"Jalan KH Amin Jasuta No. 9
Bengkulu, Sumatera Selatan 07392",+62 (095) 855-6185,7335444853064775,7392,13,1,"Sumatera Selatan, 19-04-1971",52,Menikah,perempuan,Medan,Punya,C0962,3.5896654:98.6738261,190.5402999562793
Karen Faulkner,"Jalan W.R. Supratman No. 7
Ternate, NB 09907",+62 (807) 414-2446,8548724837457037,9907,8,7,"DI Yogyakarta, 13-02-1997",26,Menikah,laki-laki,Palembang,Punya,C0963,-2.9888243:104.7568507,352.52796892321203
Ashley Estrada,"Jalan Tubagus Ismail No. 224
Pontianak, Papua 90613",+62-0766-476-4202,5088657966915149,90613,18,15,"DKI Jakarta, 04-11-1985",38,Belum menikah,perempuan,Bogor,Punya,C0964,-6.5962986:106.7972421,685.7578912718745
Julian Poole,"Jalan S. Parman No. 886
Depok, SG 71066",+62-147-690-7210,6926412499973808,71066,20,8,"Jambi, 19-08-1966",57,Belum menikah,perempuan,Manado,Punya,C0965,1.4900578:124.8408708,439.52515417314135
Michael Petersen,"Jl. Sadang Serang No. 90
Cilegon, KI 13215",+62 (650) 118 8101,2368393988773767,13215,13,9,"DKI Jakarta, 21-01-1973",50,Menikah,laki-laki,Pekanbaru,Punya,C0966,0.5262455:101.4515727,303.6588016136957
Danielle Adams,"Gang Otto Iskandardinata No. 06
Serang, ST 99412",+62-099-819-2948,5844316070987056,99412,18,9,"Kalimantan Timur, 03-12-1975",48,Menikah,perempuan,Samarinda,Punya,C0967,-0.5017804:117.1393089,336.32857952080667
Chelsea Schmidt DVM,"Gang Ronggowarsito No. 8
Surakarta, MA 11971",+62 (98) 678 4292,9828711238695277,11971,5,15,"Bengkulu, 25-01-1980",43,Cerai hidup,laki-laki,Samarinda,Tidak Punya,C0968,-0.5017804:117.1393089,301.60358990344685
Eric Vargas,"Jalan W.R. Supratman No. 88
Kota Administrasi Jakarta Selatan, BT 61062",+62-079-861-8246,3709444259315208,61062,6,20,"Jawa Barat, 07-01-1983",40,Cerai hidup,perempuan,Bogor,Punya,C0969,-6.5962986:106.7972421,463.571251395304
James Johnson,"Gg. KH Amin Jasuta No. 15
Palembang, Maluku 89307",+62 (034) 173 8037,7487348188185785,89307,13,1,"Sulawesi Selatan, 10-08-1977",46,Menikah,laki-laki,Surabaya,Punya,C0970,-7.2459717:112.7378266,724.6347205265192
Jon Rivers,"Jalan Bangka Raya No. 173
Kota Administrasi Jakarta Pusat, Jawa Timur 95509",+62-0454-104-4428,6387433202936103,95509,5,11,"DI Yogyakarta, 05-01-1974",49,Cerai hidup,laki-laki,Pontianak,Punya,C0971,-0.0226903:109.3447488,482.6603530404391
Courtney Hale,"Jalan Kebonjati No. 5
Banjarmasin, BE 51968",+62 (510) 759 1388,5825123117996388,51968,7,1,"DI Yogyakarta, 05-02-1970",53,Cerai mati,laki-laki,Jakarta,Tidak Punya,C0972,-6.175247:106.8270488,293.4502436899638
